ctg_id	start	stop	strand	reported_bnumbers	valid_bnumbers	type
CCTG3367	3647652	3647982	-	b4613	b4613	CTG
CCTG3368	3648063	3648147	+	b4712	b4712	CTG
CCTG3369	3648294	3648384	+	b4713	b4713	CTG
CCTG3370	3648509	3650993	+	b3501,b3502,b3503	b3501,b3502,b3503	CTG
CCTG3371	3651291	3653713	+	b3504	b3504	CTG
CCTG3372	3652027	3653268	-	b3505	b3505	CTG
CCTG3373	3653936	3655213	+	b3506,b3507	b3506,b3507	CTG
CCTG3374	3655255	3655902	-	b3508	b3508	CTG
CCTG3375	3655255	3656791	-	b3510,b3509,b3508	b3508,b3509,b3510	CTG
CCTG3376	3655825	3656791	-	b3510,b3509,b3508,b3510,b3509	b3509,b3510	CTG
CCTG3377	3656960	3657567	+	b3511	b3511	CTG
CCTG3378	3657800	3659082	+	b3512,b4718	b3512,b4718	CTG
CCTG3379	3657986	3658054	-	b4704	b4704	CTG
CCTG3380	3658062	3663527	+	b3512,b4718,b3513,b3514	b3512,b4718,b3513,b3514	CTG
CCTG3381	3659084	3663527	+	b3513,b3514	b3513,b3514	CTG
CCTG3382	3663322	3664781	-	b3515	b3515	CTG
CCTG3383	3663541	3665839	-	b3516,b3515	b3515,b3516	CTG
CCTG3384	3664022	3665841	-	b3516,b3515,b3516	b3516	CTG
CCTG3385	3664864	3664968	+	b4452	b4452	CTG
CCTG3386	3664915	3667607	-	b3517,b3516	b3516,b3517	CTG
CCTG3387	3667791	3669261	-	b3518	b3518	CTG
CCTG3388	3668941	3669196	+	ECK125203388	ECK125203388	CTG
CCTG3389	3669551	3671587	+	b3519	b3519	CTG
CCTG3390	3671292	3671894	-	b3520	b3520	CTG
CCTG3391	3672136	3674305	+	b3521,b3521,b3522	b3521	CTG
CCTG3392	3672358	3674466	+	b3521,b3522	b3521,b3522	CTG
CCTG3393	3673362	3674375	+	b3522	b3522	CTG
CCTG3394	3674758	3676516	+	b3523	b3523	CTG
CCTG3395	3676290	3678412	-	b3524	b3524	CTG
CCTG3396	3678420	3679229	-	b3525	b3525	CTG
CCTG3397	3679391	3680811	+	b3526	b3526	CTG
CCTG3398	3680141	3682099	-	b3527	b3527	CTG
CCTG3399	3682060	3683498	-	b3528	b3528	CTG
CCTG3400	3683630	3685618	-	b3529	b3529	CTG
CCTG3401	3685700	3695236	-	b3533,b3532,b3531,b3530	b3530,b3531,b3532,b3533	CTG
CCTG3402	3689155	3692673	-	b3532,b3531	b3531,b3532	CTG
CCTG3403	3693217	3696364	-	b3535,b3534,b3533	b3534,b3535	CTG
CCTG3404	3695233	3695985	-	b3534	b3534	CTG
CCTG3405	3695997	3696364	-	b3535	b3535	CTG
CCTG3406	3696396	3700089	+	b3536,b3537,b3538	b3536,b3537,b3538	CTG
CCTG3407	3696442	3699786	+	b3536,b3537,b3538	b3536,b3537	CTG
CCTG3408	3699899	3700272	-	b4453	b4453	CTG
CCTG3409	3700136	3700199	+	b4454	b4454	CTG
CCTG3410	3700563	3701834	+	b3539	b3539	CTG
CCTG3411	3701864	3707870	-	b3544,b3543,b3542,b3541,b3540	b3540,b3541,b3542,b3543,b3544	CTG
CCTG3412	3703420	3707870	-	b3544,b3543,b3542,b3541	b3542,b3543,b3544	CTG
CCTG3413	3705866	3707870	-	b3544	b3544	CTG
CCTG3414	3708409	3708694	-	b3545	b3545	CTG
CCTG3415	3708784	3710581	-	b3546	b3546	CTG
CCTG3416	3710799	3712043	-	b3547	b3547	CTG
CCTG3417	3712236	3712934	-	b3548	b3548	CTG
CCTG3418	3713092	3714092	+	b3549,b3550	b3549,b3550	CTG
CCTG3419	3713867	3716511	-	b3551	b3551	CTG
CCTG3420	3716502	3717248	+	b3552	b3552	CTG
CCTG3421	3717287	3718852	+	b3553	b3553	CTG
CCTG3422	3718081	3719097	-	b3554	b3554	CTG
CCTG3423	3719431	3719768	+	b3555	b3555	CTG
CCTG3424	3719888	3720316	+	b3556	b3556	CTG
CCTG3425	3719888	3722111	+	b3556,b3557,b3558,b4614	b3556,b3557,b3558	CTG
CCTG3426	3720400	3720471	+	b4793	b4793	CTG
CCTG3427	3720448	3720600	-	b4455	b4455	CTG
CCTG3428	3720680	3722049	+	ECK120034531	ECK120034531	CTG
CCTG3429	3720680	3721201	+	b3557	b3557	CTG
CCTG3430	3721065	3722049	+	b3558	b3558	CTG
CCTG3431	3721994	3725354	-	b3560,b3559	b3559,b3560	CTG
CCTG3432	3725413	3725712	-	b4553	b4553	CTG
CCTG3433	3725887	3726882	+	b3561	b3561	CTG
CCTG3434	3726924	3727361	-	b3562	b3562	CTG
CCTG3435	3727407	3727748	-	b3563	b3563	CTG
CCTG3436	3727875	3729964	-	b3565,b3564	b3564	CTG
CCTG3437	3727917	3730807	-	b3565,b3564	b3564,b3565	CTG
CCTG3438	3731069	3736157	+	b3566,b3567,b3568,b3569	b3566,b3567,b3568,b3569	CTG
CCTG3439	3734860	3736411	+	b3568,b3569,b3569	b3569	CTG
CCTG3440	3736164	3737240	-	b3570	b3570	CTG
CCTG3441	3737177	3737203	-	b4794	b4794	CTG
CCTG3442	3737470	3739620	+	b3571	b3571	CTG
CCTG3443	3739674	3741595	+	b3572	b3572	CTG
CCTG3444	3740577	3741603	-	b3573	b3573	CTG
CCTG3445	3740956	3742540	-	b3574,b3573	b3573,b3574	CTG
CCTG3446	3741684	3742618	-	b3574	b3574	CTG
CCTG3447	3742674	3750781	+	b3575,b3576,b3577,b3578,b3579,b3580,b3581,b3582,b3583	b3575,b3576,b3577,b3578,b3579,b3580,b3581,b3582,b3583	CTG
CCTG3448	3751128	3751868	-	b3584	b3584	CTG
CCTG3449	3751967	3753043	+	b3585	b3585	CTG
CCTG3450	3752963	3754428	-	b3587,b3586	b3586,b3587	CTG
CCTG3451	3754906	3756535	-	b3588	b3588	CTG
CCTG3452	3756676	3757827	-	b3589	b3589	CTG
CCTG3453	3757755	3761300	-	b3591,b3590,b3589,b3591,b3590	b3590,b3591	CTG
CCTG3454	3758348	3761980	-	b3592,b3591,b3590	b3591,b3592	CTG
CCTG3455	3761347	3761975	-	b3592	b3592	CTG
CCTG3456	3762183	3767179	+	b3593,b3594	b3593,b3594	CTG
CCTG3457	3766337	3767179	+	b3594	b3594	CTG
CCTG3458	3767221	3767922	+	b3595	b3595	CTG
CCTG3459	3768177	3768638	+	b3596	b3596	CTG
CCTG3460	3768639	3768890	+	b4650	b4650	CTG
CCTG3461	3769345	3769680	+	b4615	b4615	CTG
CCTG3462	3770243	3771744	-	b3598,b3597	b3597,b3598	CTG
CCTG3463	3772128	3774510	+	b3599,b3600,b3599	b3599	CTG
CCTG3464	3772188	3776419	+	b3599,b3600,b3601	b3599,b3600,b3601	CTG
CCTG3465	3775634	3776637	-	b4554	b4554	CTG
CCTG3466	3776635	3777160	+	b3602	b3602	CTG
CCTG3467	3777289	3781223	+	b3603,b3604,b3605,b3603,b3604,b3605,b3606	b3603,b3604,b3605	CTG
CCTG3468	3780851	3784513	-	b3610,b3609,b3608,b3607	b3607,b3608,b3609,b3610	CTG
CCTG3469	3781215	3781688	+	b3606	b3606	CTG
CCTG3470	3781372	3785054	-	b3611,b3610,b3609,b3608,b3607	b3607,b3608,b3609,b3610,b3611	CTG
CCTG3471	3781523	3782712	-	b3608,b3607,b3607	b3607	CTG
CCTG3472	3781630	3784234	-	b3610,b3609,b3608,b3607	b3607,b3608,b3609	CTG
CCTG3473	3781765	3784418	-	b3610,b3609,b3608,b3607,b3609,b3608	b3608,b3609	CTG
CCTG3474	3782642	3785195	-	b3611,b3610,b3609,b3608	b3608,b3609,b3610,b3611	CTG
CCTG3475	3784191	3784442	-	b3610	b3610	CTG
CCTG3476	3784584	3785015	-	b3611	b3611	CTG
CCTG3477	3785185	3788501	+	b3612,b3613,b3614	b3612,b3613	CTG
CCTG3478	3785187	3789246	+	b3612,b3613,b3614	b3612,b3613,b3614	CTG
CCTG3479	3785227	3786916	+	b3612,b3613	b3612	CTG
CCTG3480	3786813	3789262	+	b3613,b3614	b3613,b3614	CTG
CCTG3481	3788872	3792577	-	b3617,b3616,b3615	b3615,b3616,b3617	CTG
CCTG3482	3789047	3790149	-	b3615	b3615	CTG
CCTG3483	3789606	3792723	-	b3617,b3616,b3615,b3617,b3616	b3616,b3617	CTG
CCTG3484	3790179	3793711	-	b3618,b3617,b3616	b3616,b3617,b3618	CTG
CCTG3485	3792826	3793683	-	b3618	b3618	CTG
CCTG3486	3793752	3798075	+	b3619,b3620,b3621,b3622	b3619,b3620,b3621	CTG
CCTG3487	3793865	3798255	+	b3619,b3620,b3621,b3622	b3619,b3620,b3621,b3622	CTG
CCTG3488	3797772	3798014	-	b4795	b4795	CTG
CCTG3489	3798039	3798149	-	b4796	b4796	CTG
CCTG3490	3798239	3800196	-	b3624,b3623	b3623,b3624	CTG
CCTG3491	3798239	3808180	-	b3632,b3631,b3630,b3629,b3628,b3627,b3626,b3625,b3624,b3623	b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632	CTG
CCTG3492	3798239	3808238	-	b4760,b3632,b3631,b3630,b3629,b3628,b3627,b3626,b3625,b3624,b3623	b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b4760	CTG
CCTG3493	3799345	3801136	-	b3625,b3624	b3624,b3625	CTG
CCTG3494	3803670	3808236	-	b3632,b3631,b3630,b3629,b3628	b3629,b3630,b3631,b3632	CTG
CCTG3495	3804924	3808238	-	b3632,b3631,b3630,b3629	b3630,b3631,b3632	CTG
CCTG3496	3808256	3809817	+	b3633	b3633	CTG
CCTG3497	3808515	3810620	+	b3633,b3634	b3633,b3634	CTG
CCTG3498	3808547	3811995	-	b3637,b3636,b3635	b3635,b3636,b3637	CTG
CCTG3499	3809197	3811175	-	b3635	b3635	CTG
CCTG3500	3810343	3812577	-	b3638,b3637,b3636,b3635	b3635,b3636,b3637,b3638	CTG
CCTG3501	3811106	3811995	-	b3638,b3637,b3636,b3635,b3638,b3637,b3636,b3637,b3636	b3636,b3637	CTG
CCTG3502	3811209	3812577	-	b3638,b3637,b3636	b3636,b3637,b3638	CTG
CCTG3503	3812700	3815393	+	b3639,b3640,b3641	b3639,b3640,b3641	CTG
CCTG3504	3812703	3813951	+	b3639	b3639	CTG
CCTG3505	3813745	3815295	+	b3639,b3640,b3641,b3640,b3641	b3640,b3641	CTG
CCTG3506	3814543	3816580	-	b3643,b3642	b3642,b3643	CTG
CCTG3507	3815800	3816580	-	b3643	b3643	CTG
CCTG3508	3816645	3817762	+	b3644,b3644,b3645	b3644	CTG
CCTG3509	3817699	3818584	+	b3645	b3645	CTG
CCTG3510	3818853	3819957	+	b3646	b3646	CTG
CCTG3511	3819488	3821170	-	b3647	b3647	CTG
CCTG3512	3821385	3825468	+	b3648,b3649,b3650,b3651,b3652	b3648,b3649,b3650,b3651	CTG
CCTG3513	3821388	3822051	+	b3648	b3648	CTG
CCTG3514	3821923	3826244	+	b3648,b3649,b3650,b3651,b3652,b3649,b3650,b3651,b3652	b3649,b3650,b3651	CTG
CCTG3515	3822077	3827291	+	b3649,b3650,b3651,b3652	b3649,b3650,b3651,b3652	CTG
CCTG3516	3825210	3827291	+	b3652	b3652	CTG
CCTG3517	3825354	3828808	-	b3653	b3653	CTG
CCTG3518	3828920	3830459	+	b3654,b3655,b3654	b3654	CTG
CCTG3519	3828920	3832352	+	b3654,b3655	b3654,b3655	CTG
CCTG3520	3830430	3832304	+	b3655	b3655	CTG
CCTG3521	3832219	3836664	-	b3657,b3656	b3656,b3657	CTG
CCTG3522	3836198	3836316	+	b3658	b3658	CTG
CCTG3523	3836953	3838137	+	b3659	b3659	CTG
CCTG3524	3838212	3839498	+	b3660	b3660	CTG
CCTG3525	3838310	3840017	-	b3661	b3661	CTG
CCTG3526	3838642	3838701	-	b4797	b4797	CTG
CCTG3527	3840215	3840508	+	b4555	b4555	CTG
CCTG3528	3840351	3841771	-	b3662	b3662	CTG
CCTG3529	3841950	3842402	-	b3663	b3663	CTG
CCTG3530	3842455	3843789	-	b3664	b3664	CTG
CCTG3531	3843909	3846079	+	b3665	b3665	CTG
CCTG3532	3845731	3847198	-	b3666	b3666	CTG
CCTG3533	3847140	3850755	-	b3669,b3668,b3667,b3666,b3669,b3668,b3667	b3667,b3668,b3669	CTG
CCTG3534	3847305	3852988	-	b3672,b3671,b3670,b3669,b3668,b3667	b3667,b3668,b3669,b3670,b3671,b3672	CTG
CCTG3535	3847336	3850755	-	b3669,b3668,b3667	b3668,b3669	CTG
CCTG3536	3848634	3850294	-	b3668	b3668	CTG
CCTG3537	3848965	3853016	-	b3672,b3671,b3670,b3669,b3668	b3669,b3670,b3671,b3672	CTG
CCTG3538	3850746	3853023	-	b3672,b3671,b3670	b3670,b3671,b3672	CTG
CCTG3539	3852835	3853023	-	b3672	b3672	CTG
CCTG3540	3853118	3853257	-	b4616	b4616	CTG
CCTG3541	3853337	3853689	+	b4618	b4618	CTG
CCTG3542	3853766	3853840	-	b4798	b4798	CTG
CCTG3543	3853845	3855106	+	b3673	b3673	CTG
CCTG3544	3854892	3855648	-	b3675,b3674	b3674	CTG
CCTG3545	3855114	3856307	-	b3676,b3675,b3674	b3674,b3675,b3676	CTG
CCTG3546	3856415	3856864	+	b3677	b3677	CTG
CCTG3547	3856911	3860116	-	b3679,b3678	b3678,b3679	CTG
CCTG3548	3860253	3861176	+	b3680	b3680	CTG
CCTG3549	3861173	3863603	-	b3683,b3682,b3681,b4556	b3681,b3682,b3683	CTG
CCTG3550	3863899	3864615	+	b3684	b3684	CTG
CCTG3551	3864307	3866344	-	b3685	b3685	CTG
CCTG3552	3866469	3866981	-	b3686	b3686	CTG
CCTG3553	3866469	3867518	-	b3687,b3686	b3686,b3687	CTG
CCTG3554	3866633	3867518	-	b3687,b3686	b3687	CTG
CCTG3555	3867544	3868612	+	b3688	b3688	CTG
CCTG3556	3868062	3869309	-	b3689	b3689	CTG
CCTG3557	3869377	3870441	+	b3690	b3690	CTG
CCTG3558	3870438	3875185	-	b4479,b3693,b4477,b4478,b3691	b3691,b4478,b4477,b3693,b4479	CTG
CCTG3559	3871755	3875186	-	b4479,b3693,b4477,b4478	b4478,b4477,b3693,b4479	CTG
CCTG3560	3875438	3876094	+	b3696	b3696	CTG
CCTG3561	3875765	3876977	-	b3697	b3697	CTG
CCTG3562	3876050	3877511	-	b3698,b3697	b3697,b3698	CTG
CCTG3563	3877028	3880151	-	b3700,b3699,b3698	b3698,b3699	CTG
CCTG3564	3877067	3877465	-	b3698	b3698	CTG
CCTG3565	3877532	3880151	-	b3699,b3700,b3699	b3699	CTG
CCTG3566	3880148	3881861	-	b3700	b3700	CTG
CCTG3567	3880148	3882733	-	b3701,b3700	b3700,b3701	CTG
CCTG3568	3880148	3883961	-	b3702,b3701,b3700	b3700,b3701,b3702	CTG
CCTG3569	3880384	3883961	-	b3702,b3701,b3700	b3701,b3702	CTG
CCTG3570	3884026	3884106	+	b4757	b4757	CTG
CCTG3571	3884065	3884852	+	b3703,b3704	b3703,b3704	CTG
CCTG3572	3884116	3886621	+	b3703,b3704,b4557,b3705	b3703,b3704,b4557	CTG
CCTG3573	3884239	3884541	+	b3703,b3704	b3703	CTG
CCTG3574	3884239	3888167	+	b3703,b3704,b4557,b3705,b3703,b3704,b4557,b3705,b3706	b3703,b3704,b4557,b3705	CTG
CCTG3575	3884239	3888242	+	b3703,b3704,b4557,b3705,b3706	b3703,b3704,b4557,b3705,b3706	CTG
CCTG3576	3885012	3886772	+	b4557,b3705	b3705	CTG
CCTG3577	3885012	3888407	+	b4557,b3705,b3706	b3705,b3706	CTG
CCTG3578	3886751	3888239	+	b3706	b3706	CTG
CCTG3579	3888410	3890811	+	b3707,b3708,b3709	b3707,b3708	CTG
CCTG3580	3888411	3888509	+	b3707,b3708,b3709,b3707	b3707	CTG
CCTG3581	3890236	3891483	+	b3709	b3709	CTG
CCTG3582	3891615	3892790	+	b3710	b3710	CTG
CCTG3583	3892765	3893724	+	b3711	b3711	CTG
CCTG3584	3893829	3896059	+	b3712,b3713	b3712,b3713	CTG
CCTG3585	3893851	3895212	+	b3712,b3713	b3712	CTG
CCTG3586	3895218	3896638	-	b3714	b3714	CTG
CCTG3587	3896774	3897439	+	b3715	b3715	CTG
CCTG3588	3897506	3897973	+	b3716	b3716	CTG
CCTG3589	3897506	3898609	+	b3716,b3717	b3716,b3717	CTG
CCTG3590	3898022	3898609	+	b3717	b3717	CTG
CCTG3591	3898671	3902220	-	b3720,b3719,b3718	b3718,b3719,b3720	CTG
CCTG3592	3902249	3906697	-	b3723,b3722,b3721	b3721,b3722,b3723	CTG
CCTG3593	3905636	3906717	-	b3723	b3723	CTG
CCTG3594	3906853	3907665	-	b3724	b3724	CTG
CCTG3595	3906853	3908556	-	b3725,b3724	b3724,b3725	CTG
CCTG3596	3906853	3910542	-	b3727,b3726,b3725,b3724	b3724,b3725,b3726,b3727	CTG
CCTG3597	3906853	3911568	-	b3728,b3727,b3726,b3725,b3724	b3724,b3725,b3726,b3727,b3728	CTG
CCTG3598	3907061	3911590	-	b3728,b3727,b3726,b3725,b3724	b3725,b3726,b3727,b3728	CTG
CCTG3599	3908204	3911568	-	b3728,b3727,b3726,b3725,b3728,b3727,b3726	b3726,b3727,b3728	CTG
CCTG3600	3910443	3911568	-	b3728	b3728	CTG
CCTG3601	3911532	3915376	-	b3730,b3729	b3729,b3730	CTG
CCTG3602	3911803	3914015	-	b3730,b3729	b3729	CTG
CCTG3603	3915508	3922270	-	b3738,b3737,b3736,b3735,b3734,b3733,b3732,b3731	b3731,b3732,b3733,b3734,b3735,b3736,b3737,b3738	CTG
CCTG3604	3915508	3922525	-	b3739,b3738,b3737,b3736,b3735,b3734,b3733,b3732,b3731	b3731,b3732,b3733,b3734,b3735,b3736,b3737,b3738,b3739	CTG
CCTG3605	3915738	3918076	-	b3733,b3732,b3731	b3732	CTG
CCTG3606	3917132	3921177	-	b3737,b3736,b3735,b3734,b3733,b3732	b3733,b3734,b3735,b3736	CTG
CCTG3607	3917405	3921183	-	b3737,b3736,b3735,b3734,b3733	b3734,b3735,b3736	CTG
CCTG3608	3917769	3922266	-	b3739,b3738,b3737,b3736,b3735,b3734,b3733	b3734,b3735,b3736,b3737,b3738	CTG
CCTG3609	3918047	3922525	-	b3739,b3738,b3737,b3736,b3735,b3734,b3733	b3734,b3735,b3736,b3737,b3738,b3739	CTG
CCTG3610	3918508	3922266	-	b3739,b3738,b3737,b3736,b3735,b3734	b3735,b3736,b3737,b3738	CTG
CCTG3611	3918846	3922579	-	b3739,b3738,b3737,b3736,b3735,b3734	b3735,b3736,b3737,b3738,b3739	CTG
CCTG3612	3922494	3926476	-	b3742,b3741,b3740	b3740,b3741,b3742	CTG
CCTG3613	3922923	3925677	-	b3741,b3740	b3740,b3741	CTG
CCTG3614	3923057	3923680	-	b3740	b3740	CTG
CCTG3615	3923632	3925677	-	b3741,b3740	b3741	CTG
CCTG3616	3923705	3927031	-	b3743,b3742,b3741	b3741,b3742,b3743	CTG
CCTG3617	3926012	3926475	-	b3742	b3742	CTG
CCTG3618	3926012	3927031	-	b3743,b3742	b3742,b3743	CTG
CCTG3619	3926545	3927031	-	b3743	b3743	CTG
CCTG3620	3927129	3928397	+	b3744	b3744	CTG
CCTG3621	3927765	3931158	-	b3746,b3745	b3745,b3746	CTG
CCTG3622	3931103	3933223	+	b3747	b3747	CTG
CCTG3623	3933321	3937332	+	b3748,b3749,b3750,b3751,b3748,b3749,b3750,b3751,b3752	b3748,b3749,b3750,b3751	CTG
CCTG3624	3933322	3939219	+	b3748,b3749,b3750,b3751,b3752,b3753	b3748,b3749,b3750,b3751,b3752,b3753	CTG
CCTG3625	3936162	3939619	+	b3750,b3751,b3752,b3753	b3751,b3752,b3753	CTG
CCTG3626	3937044	3939477	+	b3751,b3752,b3753,b3752,b3753	b3752,b3753	CTG
CCTG3627	3938105	3941354	-	b3755,b3754	b3754,b3755	CTG
CCTG3628	3941425	3943471	+	b3756,b3757	b3756	CTG
CCTG3629	3941515	3944106	+	b3756,b3757,b3758,b3756,b3757	b3756,b3757	CTG
CCTG3630	3941516	3947067	+	b3756,b3757,b3758,b3759	b3756,b3757,b3758,b3759	CTG
CCTG3631	3941812	3943987	+	b3756,b3757,b3756,b3757,b3758	b3757	CTG
CCTG3632	3944440	3946825	+	b3758,b3759	b3759	CTG
CCTG3633	3946872	3946948	+	b3760	b3760	CTG
CCTG3634	3946928	3948021	-	b4480	b4480	CTG
CCTG3635	3946957	3947032	+	b3761	b3761	CTG
CCTG3636	3948049	3949191	+	b3764	b3764	CTG
CCTG3637	3948449	3949969	-	b3765	b3765	CTG
CCTG3638	3950218	3950471	+	b3766	b3766	CTG
CCTG3639	3950218	3957123	+	b3766,b4669,b4488,b3769,b3770,b3771,b3772	b3766,b4669,b4488,b3769,b3770,b3771,b3772	CTG
CCTG3640	3950289	3953846	+	b3766,b4669,b4488,b3769,b3770,b3771	b3766,b4669,b4488,b3769,b3770	CTG
CCTG3641	3952387	3956862	+	b3769,b3770,b3771,b3772	b3770,b3771	CTG
CCTG3642	3952388	3957123	+	b3770,b3771,b3772	b3770,b3771,b3772	CTG
CCTG3643	3955235	3957123	+	b3772	b3772	CTG
CCTG3644	3956108	3957867	-	b3773	b3773	CTG
CCTG3645	3957912	3959938	+	b3774	b3774	CTG
CCTG3646	3959465	3959841	-	b3775	b3775	CTG
CCTG3647	3960012	3960460	-	b3777	b3777	CTG
CCTG3648	3960647	3963062	+	b3778	b3778	CTG
CCTG3649	3962322	3964499	-	b3780,b3779,b3779	b3779	CTG
CCTG3650	3962512	3965746	-	b3780,b3779	b3779,b3780	CTG
CCTG3651	3964365	3965630	-	b3780	b3780	CTG
CCTG3652	3965647	3966141	+	b3781	b3781	CTG
CCTG3653	3965649	3967722	+	b3781,b3782,b3783	b3781,b3782,b3783	CTG
CCTG3654	3965649	3969670	+	b3781,b3782,b3783,b3784,b3785	b3781,b3782,b3783,b3784	CTG
CCTG3655	3966161	3968093	+	b3782,b3783,b3782,b3783,b3784	b3782,b3783	CTG
CCTG3656	3966161	3969556	+	b3782,b3783,b3784,b3785	b3782,b3783,b3784	CTG
CCTG3657	3966161	3970118	+	b3782,b3783,b3784,b3785	b3782,b3783,b3784,b3785	CTG
CCTG3658	3966162	3966876	+	b3782	b3782	CTG
CCTG3659	3967800	3980696	+	b3784,b3785,b3786,b3787,b3788,b3789,b3790,b3791,b3792,b4481,b3793,b3794	b3784,b3785,b3786,b3787,b3788,b3789,b3790,b3791,b3792,b4481,b3793,b3794	CTG
CCTG3660	3967889	3970374	+	b3784,b3785,b3786	b3784,b3785	CTG
CCTG3661	3967889	3972336	+	b3784,b3785,b3786,b3787	b3784,b3785,b3786	CTG
CCTG3662	3975033	3979065	+	b3790,b3791,b3792,b4481,b3793	b3791,b3792,b4481	CTG
CCTG3663	3977317	3979205	+	b3792,b4481,b3793	b4481	CTG
CCTG3664	3980822	3982844	+	b3795,b3796,b3797,b3798,b3799	b3795,b3796,b3797,b3798,b3799	CTG
CCTG3665	3980887	3982272	+	b3795	b3795	CTG
CCTG3666	3982361	3982843	+	b3796,b3797,b3798,b3799	b3796,b3797,b3798,b3799	CTG
CCTG3667	3982781	3984193	+	b3800	b3800	CTG
CCTG3668	3984352	3986007	-	b3801	b3801	CTG
CCTG3669	3986431	3986638	+	b4456	b4456	CTG
CCTG3670	3986467	3989471	-	b3804,b3803,b3802	b3802,b3803	CTG
CCTG3671	3986686	3990766	-	b3805,b3804,b3803,b3802	b3802,b3803,b3804,b3805	CTG
CCTG3672	3986715	3990789	-	b3805,b3804,b3803,b3802	b3803,b3804,b3805	CTG
CCTG3673	3988076	3990949	-	b3805,b3804,b3803	b3804,b3805	CTG
CCTG3674	3990774	3994258	+	b3806,b3806,b3808	b3806	CTG
CCTG3675	3993036	3994083	-	b3807	b3807	CTG
CCTG3676	3993850	3994335	+	b3808	b3808	CTG
CCTG3677	3994414	3997828	+	b4558,b3809,b3810,b3811,b3812	b4558,b3809,b3810,b3811	CTG
CCTG3678	3994490	3997991	+	b4558,b3809,b3810,b3811,b3812,b4558,b3809,b3810,b3811,b3812,b3813	b4558,b3809,b3810,b3811,b3812	CTG
CCTG3679	3997906	4000337	+	b3813	b3813	CTG
CCTG3680	3999214	3999357	+	ECK125272710	ECK125272710	CTG
CCTG3681	4000292	4001056	-	b4482	b4482	CTG
CCTG3682	4001191	4002673	+	b3816	b3816	CTG
CCTG3683	4001218	4001274	+	b4799	b4799	CTG
CCTG3684	4002301	4004725	-	b3820,b3819,b3818,b3817	b3817,b3818,b3819,b3820	CTG
CCTG3685	4002419	4003193	-	b3818,b3817	b3817,b3818	CTG
CCTG3686	4002954	4004202	-	b3819,b3818,b3819	b3819	CTG
CCTG3687	4003229	4004725	-	b3820,b3819	b3819,b3820	CTG
CCTG3688	4004126	4004725	-	b3820,b3819,b3820	b3820	CTG
CCTG3689	4004814	4007032	+	b3821,b3821,b3822	b3821	CTG
CCTG3690	4004814	4007804	+	b3821,b3822,b3823	b3821,b3822	CTG
CCTG3691	4005835	4008034	+	b3822,b3823,b3822	b3822	CTG
CCTG3692	4005835	4008989	+	b3822,b3823	b3822,b3823	CTG
CCTG3693	4007725	4008834	+	b3823	b3823	CTG
CCTG3694	4007921	4009085	-	b3824	b3824	CTG
CCTG3695	4009102	4011513	+	b3825,b3826,b3827,b3825,b3826	b3825,b3826	CTG
CCTG3696	4011053	4012128	+	b3827	b3827	CTG
CCTG3697	4011497	4012855	-	b3828	b3828	CTG
CCTG3698	4012884	4016016	+	b3829	b3829	CTG
CCTG3699	4015243	4016343	-	b3830	b3830	CTG
CCTG3700	4016185	4017911	+	b3831,b3831,b3832	b3831	CTG
CCTG3701	4016185	4019449	+	b3831,b3832,b3833	b3831,b3832	CTG
CCTG3702	4016387	4020246	+	b3831,b3832,b3833,b3834,b4707,b3835	b3831,b3832,b3833,b3834,b4707	CTG
CCTG3703	4017306	4021717	+	b3832,b3833,b3834,b4707,b3835	b3832,b3833,b3834,b4707	CTG
CCTG3704	4017333	4018760	+	b3832	b3832	CTG
CCTG3705	4018827	4022578	+	b3833,b3834,b4707,b3835,b3836,b3838	b3833,b3834,b4707,b3835,b3836	CTG
CCTG3706	4018827	4022940	+	b3833,b3834,b4707,b3835,b3836,b3838,b3839	b3833,b3834,b4707,b3835,b3836,b3838	CTG
CCTG3707	4018855	4021866	+	b3833,b3834,b3835	b3833,b3834,b3835	CTG
CCTG3708	4019978	4020229	+	b4707	b4707	CTG
CCTG3709	4021686	4024905	+	b3835,b3836,b3838,b3839,b4483,b3836,b3838,b3839,b4483	b3836,b3838,b3839,b4483	CTG
CCTG3710	4021909	4023541	+	b3836,b3838,b3839	b3836,b3838,b3839	CTG
CCTG3711	4023554	4024336	+	b4483	b4483	CTG
CCTG3712	4024333	4024821	-	b3842	b3842	CTG
CCTG3713	4024971	4026992	+	b3843,b3844,b3843	b3843	CTG
CCTG3714	4024971	4028064	+	b3843,b3844	b3843,b3844	CTG
CCTG3715	4026178	4027780	+	b3843,b3844,b3844	b3844	CTG
CCTG3716	4027233	4031013	-	b3846,b3845	b3845,b3846	CTG
CCTG3717	4031047	4033406	+	b3847,b3848,b3849	b3847,b3848	CTG
CCTG3718	4031129	4035131	+	b3847,b3848,b3849,b3850	b3847,b3848,b3849	CTG
CCTG3719	4031129	4035763	+	b3847,b3848,b3849,b3850,b3851,b3847,b3848,b3849,b3850	b3847,b3848,b3849,b3850	CTG
CCTG3720	4033113	4036847	+	b3849,b3850,b3851,b3849,b3850	b3849,b3850	CTG
CCTG3721	4034035	4037186	+	b3849,b3850,b3851,b3852	b3850,b3851	CTG
