"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"gene_synonyms"	"product_synonyms"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_strand"	"Zika_type"	"Zika_gene_id"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_TF"	"Zika_start"	"Zika_stop"	"Zika_TF"
"b4197"	"ulaE"	4422846	4423700	"+"	0	"b4197,ECK120004354,ECK4193,G7859,sgaU,ulaE,yjfW"	"ECK120008793,NP_418618.1,SgaU,UlaE,YjfW"	"ECK120004354"	"ulaE"	"b4197"	"+"	NA	"ECK120008793"	"L-ribulose-5-phosphate 3-epimerase UlaE"	NA	"b4197"	"ulaE"	NA	"L-ribulose-5-phosphate 3-epimerase UlaE"	"+"	"CDS"	"3909"	4422846	4423700	0	4422846	4423700	NA
"b4198"	"ulaF"	4423700	4424386	"+"	0	"b4198,ECK120004355,ECK4194,G7860,sgaE,ulaF,yjfX"	"ECK120008794,NP_418619.1,SgaE,UlaF,YjfX"	"ECK120004355"	"ulaF"	"b4198"	"+"	NA	"ECK120008794"	"L-ribulose-5-phosphate 4-epimerase UlaF"	NA	"b4198"	"ulaF"	NA	"L-ribulose-5-phosphate 4-epimerase UlaF"	"+"	"CDS"	"3910"	4423700	4424386	0	4423700	4424386	NA
"b4199"	"yjfY"	4424516	4424791	"-"	0	"b4199,ECK120004356,ECK4195,G7861,yjfY"	"ECK120008795,NP_418620.1,YjfY"	"ECK120004356"	"yjfY"	"b4199"	"-"	NA	"ECK120008795"	"DUF1471 domain-containing protein YjfY"	NA	"b4199"	"yjfY"	NA	"DUF1471 domain-containing protein YjfY"	"-"	"CDS"	"3911"	4424516	4424791	0	4424516	4424791	NA
"b4200"	"rpsF"	4425118	4425513	"+"	0	"b4200,ECK120000896,ECK4196,EG10905,rpsF,sdgH"	"ECK120005372,NP_418621.5,RpsF,SdgH"	"ECK120000896"	"rpsF"	"b4200"	"+"	NA	"ECK120005372"	"30S ribosomal subunit protein S6"	NA	"b4200"	"rpsF"	NA	"30S ribosomal subunit protein S6"	"+"	"CDS"	"3912"	4425118	4425513	0	4425118	4425513	NA
"b4201"	"priB"	4425520	4425834	"+"	0	"b4201,ECK120000755,ECK4197,EG10764,priB"	"ECK120005231,NP_418622.1,PriB"	"ECK120000755"	"priB"	"b4201"	"+"	NA	"ECK120005231"	"primosomal replication protein N"	NA	"b4201"	"priB"	NA	"primosomal replication protein N"	"+"	"CDS"	"3913"	4425520	4425834	0	4425520	4425834	NA
"b4202"	"rpsR"	4425839	4426066	"+"	0	"b4202,ECK120000908,ECK4198,EG10917,rpsR"	"ECK120005384,NP_418623.1,RpsR"	"ECK120000908"	"rpsR"	"b4202"	"+"	NA	"ECK120005384"	"30S ribosomal subunit protein S18"	NA	"b4202"	"rpsR"	NA	"30S ribosomal subunit protein S18"	"+"	"CDS"	"3914"	4425839	4426066	0	4425839	4426066	NA
"b4203"	"rplI"	4426108	4426557	"+"	0	"b4203,ECK120000861,ECK4199,EG10870,rplI"	"ECK120005337,NP_418624.1,RplI"	"ECK120000861"	"rplI"	"b4203"	"+"	NA	"ECK120005337"	"50S ribosomal subunit protein L9"	NA	"b4203"	"rplI"	NA	"50S ribosomal subunit protein L9"	"+"	"CDS"	"3915"	4426108	4426557	0	4426108	4426557	NA
"b4204"	"yjfZ"	4426628	4427422	"-"	0	"b4204,ECK120004357,ECK4200,G7862,yjfZ"	"ECK120008796,NP_418625.1,YjfZ"	"ECK120004357"	"yjfZ"	"b4204"	"-"	NA	"ECK120008796"	"protein YjfZ"	NA	"b4204"	"yjfZ"	NA	"protein YjfZ"	"-"	"CDS"	"3916"	4426628	4427422	0	4426628	4427422	NA
"b4205"	"ytfA"	4427694	4428095	"+"	1	"b4205,ECK120004358,ECK4201,G7863,ytfA"	"ECK120008797"	"ECK120004358"	"ytfA"	"b4205"	"+"	"Pseudo Gene"	"ECK120008797"	"putative transcriptional regulator YtfA"	NA	"b4205"	"ytfA"	NA	"putative transcriptional regulator YtfA"	"+"	"CDS"	"4245"	4427694	4428095	0	4427694	4428095	1
"b4206"	"ytfB"	4428079	4428717	"-"	0	"b4206,ECK120004359,ECK4202,G7864,ytfB"	"ECK120008798,NP_418627.4,YtfB"	"ECK120004359"	"ytfB"	"b4206"	"-"	NA	"ECK120008798"	"cell division protein YtfB"	NA	"b4206"	"ytfB"	NA	"cell division protein YtfB"	"-"	"CDS"	"3917"	4428079	4428717	0	4428079	4428717	NA
"b4207"	"fklB"	4428935	4429555	"+"	0	"b4207,ECK120004360,ECK4203,fklB,G7865,ytfC"	"ECK120008799,FKBP22,FklB,NP_418628.4,YtfC"	"ECK120004360"	"fklB"	"b4207"	"+"	NA	"ECK120008799"	"FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase FklB"	NA	"b4207"	"fklB"	NA	"FKBP-type peptidyl-prolyl cis-trans isomerase FklB"	"+"	"CDS"	"3918"	4428935	4429555	0	4428935	4429555	NA
"b4208"	"cycA"	4429864	4431276	"+"	0	"b4208,cycA,dagA,ECK120002311,ECK4204,EG12504,ytfD"	"CycA,CycA APC transporter,DagA,ECK120006786,NP_418629.1,YtfD"	"ECK120002311"	"cycA"	"b4208"	"+"	NA	"ECK120006786"	"D-serine/alanine/glycine/:H<sup>+</sup>symporter"	NA	"b4208"	"cycA"	NA	"serine/alanine/glycine/cycloserine:H(+)symporter "	"+"	"CDS"	"3919"	4429864	4431276	0	4429864	4431276	NA
"b4209"	"ytfE"	4431321	4431983	"-"	0	"b4209,dnrN,ECK120004361,ECK4205,G7866,ytfE"	"DnrN,ECK120008800,NP_418630.1,protein involved in repair of stress-damaged iron-sulfur clusters,RIC,YtfE"	"ECK120004361"	"ytfE"	"b4209"	"-"	NA	"ECK120008800"	"iron-sulfur cluster repair protein YtfE"	NA	"b4209"	"ytfE"	NA	"iron-sulfur cluster repair protein YtfE"	"-"	"CDS"	"3920"	4431321	4431983	0	4431321	4431983	NA
"b4210"	"ytfF"	4432091	4433056	"-"	0	"b4210,ECK120004362,ECK4206,G7867,ytfF"	"ECK120008801,NP_418631.2,YtfF"	"ECK120004362"	"ytfF"	"b4210"	"-"	NA	"ECK120008801"	"inner membrane protein YtfF"	NA	"b4210"	"ytfF"	NA	"inner membrane protein YtfF"	"-"	"CDS"	"3921"	4432091	4433056	0	4432091	4433056	NA
"b4211"	"qorB"	4433164	4434024	"-"	0	"b4211,ECK120004363,ECK4207,G7868,qorB,ytfG"	"ECK120008802,NP_418632.1,QOR2,QorB,YtfG"	"ECK120004363"	"qorB"	"b4211"	"-"	NA	"ECK120008802"	"NAD(P)H:quinone oxidoreductase"	NA	"b4211"	"qorB"	NA	"NAD(P)H:quinone oxidoreductase"	"-"	"CDS"	"3922"	4433164	4434024	0	4433164	4434024	NA
"b4212"	"ytfH"	4434113	4434493	"+"	1	"b4212,ECK120004364,ECK4208,G7869,ytfH"	"ECK120008803,NP_418633.4,YtfH"	"ECK120004364"	"ytfH"	"b4212"	"+"	NA	"ECK120008803"	"putative transcriptional regulator YtfH"	NA	"b4212"	"ytfH"	"non-essential"	"putative transcriptional regulator YtfH"	"+"	"CDS"	"300"	4434113	4434493	0	4434113	4434493	1
"b4213"	"cpdB"	4434622	4436565	"-"	0	"b4213,cpdB,ECK120000156,ECK4209,EG10160"	"CpdB,ECK120004632,NP_418634.1"	"ECK120000156"	"cpdB"	"b4213"	"-"	NA	"ECK120004632"	"2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase"	NA	"b4213"	"cpdB"	NA	"23 cyclic nucleotide phosphodiesterase/3 nucleotidase"	"-"	"CDS"	"3923"	4434622	4436565	0	4434622	4436565	NA
"b4214"	"cysQ"	4436755	4437495	"+"	0	"amt,amtA,b4214,cysQ,ECK120000039,ECK4210,EG10043"	"Amt,AmtA,CysQ,ECK120004515,NP_418635.1"	"ECK120000039"	"cysQ"	"b4214"	"+"	NA	"ECK120004515"	"3'(2'),5'-bisphosphate nucleotidase"	NA	"b4214"	"cysQ"	NA	"3(2),5-bisphosphate nucleotidase"	"+"	"CDS"	"3924"	4436755	4437495	0	4436755	4437495	NA
"b4215"	"ytfI"	4437707	4438645	"+"	0	"b4215,ECK120004365,ECK4211,G7870,ytfI"	"ECK120008804,YP_026285.1,YtfI"	"ECK120004365"	"ytfI"	"b4215"	"+"	NA	"ECK120008804"	"protein YtfI"	NA	"b4215"	"ytfI"	NA	"protein YtfI"	"+"	"CDS"	"3925"	4437707	4438645	0	4437707	4438645	NA
"b4216"	"ytfJ"	4438708	4439262	"-"	0	"b4216,ecfJ,ECK120004366,ECK4212,G7871,ytfJ"	"EcfJ,ECK120008805,NP_418637.1,YtfJ"	"ECK120004366"	"ytfJ"	"b4216"	"-"	NA	"ECK120008805"	"PF09695 family protein YtfJ"	NA	"b4216"	"ytfJ"	NA	"protein YtfJ"	"-"	"CDS"	"3926"	4438708	4439262	0	4438708	4439262	NA
"ECK125272712"	"ytfL5'"	4439248	4439353	"-"	0	"ECK125272712,U00096_ncRNA_4439247_4439353,ytfL5',ytfL5p"	"ECK125272713,RNA0-368"	"ECK125272712"	"ytfL5'"	NA	"-"	NA	"ECK125272713"	"YtfL5'"	"small RNA"	"U00096_ncRNA_4439247_4439353"	"ytfL5p"	NA	"ytfL5p"	"-"	"ncRNA"	"9042"	NA	NA	NA	NA	NA	NA
"b4217"	"ytfK"	4439587	4439793	"+"	0	"b4217,ECK120004367,ECK4213,G7872,ytfK"	"DUF1107 domain-containing protein YtfK,ECK120008806,NP_418638.2,YtfK"	"ECK120004367"	"ytfK"	"b4217"	"+"	NA	"ECK120008806"	"stringent response modulator YtfK"	NA	"b4217"	"ytfK"	NA	"DUF1107 domain-containing protein YtfK"	"+"	"CDS"	"3927"	4439587	4439793	0	4439587	4439793	NA
"b4218"	"ytfL"	4439872	4441215	"-"	0	"b4218,ECK120004368,ECK4214,G7873,paeA,ytfL"	"ECK120008807,NP_418639.1,YtfL"	"ECK120004368"	"ytfL"	"b4218"	"-"	NA	"ECK120008807"	"UPF0053 family inner membrane protein YtfL"	NA	"b4218"	"ytfL"	NA	"putative inner membrane protein"	"-"	"CDS"	"3928"	4439872	4441215	0	4439872	4441215	NA
"ECK125135311"	"ECK125135311"	4441225	4441330	"-"	0	"ECK125135311,G0-10706,U00096_ncRNA_4441224_4441330"	"ECK125135312"	"ECK125135311"	NA	NA	"-"	NA	"ECK125135312"	"small RNA"	"small RNA"	"U00096_ncRNA_4441224_4441330"	"G0-10706"	NA	"G0-10706"	"-"	"ncRNA"	"9043"	NA	NA	NA	NA	NA	NA
"b4219"	"msrA"	4441538	4442176	"-"	0	"b4219,ECK120001397,ECK4215,EG11433,msrA,pms,pmsR"	"ECK120005873,MsrA,NP_418640.1,Pms,PmsR"	"ECK120001397"	"msrA"	"b4219"	"-"	NA	"ECK120005873"	"methionine sulfoxide reductase A"	NA	"b4219"	"msrA"	NA	"methionine sulfoxide reductase A"	"-"	"CDS"	"3929"	4441538	4442176	0	4441538	4442176	NA
"b4220"	"tamA"	4442382	4444115	"+"	0	"b4220,ECK120004369,ECK4216,G7874,tamA,ytfM"	"ECK120008808,NP_418641.1,TamA,YtfM"	"ECK120004369"	"tamA"	"b4220"	"+"	NA	"ECK120008808"	"translocation and assembly module subunit TamA"	NA	"b4220"	"tamA"	NA	"translocation and assembly module subunit TamA"	"+"	"CDS"	"3930"	4442382	4444115	0	4442382	4444115	NA
"b4221"	"tamB"	4444112	4447891	"+"	0	"b4221,ECK120004370,ECK4217,G7875,tamB,ytfN,ytfO"	"ECK120008809,NP_418642.1,TamB,YtfN,YtfO"	"ECK120004370"	"tamB"	"b4221"	"+"	NA	"ECK120008809"	"translocation and assembly module subunit TamB"	NA	"b4221"	"tamB"	NA	"translocation and assembly module subunit TamB"	"+"	"CDS"	"3931"	4444112	4447891	0	4444112	4447891	NA
"b4222"	"ytfP"	4447894	4448235	"+"	0	"b4222,ECK120004371,ECK4218,G7876,ytfP"	"ECK120008810,NP_418643.1,YtfP"	"ECK120004371"	"ytfP"	"b4222"	"+"	NA	"ECK120008810"	"&gamma;-glutamylamine cyclotransferase family protein YtfP"	NA	"b4222"	"ytfP"	NA	"gamma-glutamylamine cyclotransferase family protein YtfP"	"+"	"CDS"	"3932"	4447894	4448235	0	4447894	4448235	NA
"b4223"	"yzfA"	4447976	4448245	"-"	0	"b4223,ECK120001193,ECK4219,EG11213,ileR,yjfA,yzfA"	""	"ECK120001193"	"yzfA"	"b4223"	"-"	"Phantom Gene"	NA	NA	NA	"b4223"	"yzfA"	NA	"putative YjfA"	"-"	"CDS"	"8227"	4447976	4448245	0	4447976	4448245	0
"b4224"	"chpS"	4448447	4448698	"+"	0	"b4224,chpBI,chpS,ECK120001225,ECK4220,EG11250,yjfB"	"ChpBI,ChpS,ECK120005701,NP_418645.2,YjfB"	"ECK120001225"	"chpS"	"b4224"	"+"	NA	"ECK120005701"	"ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system"	NA	"b4224"	"chpS"	"essential"	"ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system"	"+"	"CDS"	"31"	4448447	4448698	0	4448447	4448698	0
"b4225"	"chpB"	4448692	4449042	"+"	0	"b4225,chpB,chpBK,ECK120002001,ECK4221,EG12096,yjfE"	"ChpB,ChpB toxin of the ChpB-ChpS toxin-antitoxin system,ChpBK,ECK120006477,NP_418646.1,YjfE"	"ECK120002001"	"chpB"	"b4225"	"+"	NA	"ECK120006477"	"endoribonuclease toxin ChpB"	NA	"b4225"	"chpB"	NA	"endoribonuclease toxin ChpB"	"+"	"CDS"	"3933"	4448692	4449042	0	4448692	4449042	NA
"b4226"	"ppa"	4449122	4449652	"-"	0	"b4226,ECK120000746,ECK4222,EG10755,ppa"	"ECK120005222,NP_418647.1,Ppa"	"ECK120000746"	"ppa"	"b4226"	"-"	NA	"ECK120005222"	"inorganic pyrophosphatase"	NA	"b4226"	"ppa"	NA	"inorganic pyrophosphatase"	"-"	"CDS"	"3934"	4449122	4449652	0	4449122	4449652	NA
"b4227"	"ytfQ"	4449962	4450918	"+"	0	"b4227,ECK120002312,ECK4223,EG12517,ytfQ"	"ECK120006787,NP_418648.1,YtfQ"	"ECK120002312"	"ytfQ"	"b4227"	"+"	NA	"ECK120006787"	"galactofuranose ABC transporter periplasmic binding protein"	NA	"b4227"	"ytfQ"	NA	"galactofuranose ABC transporter periplasmic binding protein"	"+"	"CDS"	"3935"	4449962	4450918	0	4449962	4450918	NA
"b4485"	"ytfR"	4451058	4452560	"+"	0	"b4228,b4229,b4485,ECK120002313,ECK4224,EG12518,ytfR,ytfS"	"ECK120006788,YP_026286.1,YtfR,YtfS"	"ECK120002313"	"ytfR"	"b4485"	"+"	NA	"ECK120006788"	"galactofuranose ABC transporter putative ATP binding subunit"	NA	"b4485"	"ytfR"	NA	"galactofuranose ABC transporter putative ATP binding subunit"	"+"	"CDS"	"3936"	4451058	4452560	0	4451058	4452560	NA
"b4230"	"ytfT"	4452571	4453596	"+"	0	"b4230,ECK120002314,ECK4225,EG12520,ytfT"	"ECK120006789,NP_418651.3,YtfT"	"ECK120002314"	"ytfT"	"b4230"	"+"	NA	"ECK120006789"	"galactofuranose ABC transporter putative membrane subunit YtfT"	NA	"b4230"	"ytfT"	NA	"galactofuranose ABC transporter putative membrane subunit YtfT"	"+"	"CDS"	"3937"	4452571	4453596	0	4452571	4453596	NA
"b4231"	"yjfF"	4453583	4454578	"+"	0	"b4231,ECK120002293,ECK4226,EG12439,yjfF"	"ECK120006768,NP_418652.2,YjfF"	"ECK120002293"	"yjfF"	"b4231"	"+"	NA	"ECK120006768"	"galactofuranose ABC transporter putative membrane subunit YjtF"	NA	"b4231"	"yjfF"	NA	"galactofuranose ABC transporter putative membrane subunit YjtF"	"+"	"CDS"	"3938"	4453583	4454578	0	4453583	4454578	NA
"b4232"	"fbp"	4454611	4455609	"-"	0	"b4232,ECK120000277,ECK4227,EG10283,fbp,fdp"	"6-bisphosphatase I,ECK120004753,Fbp,Fdp,fructose-1,NP_418653.1"	"ECK120000277"	"fbp"	"b4232"	"-"	NA	"ECK120004753"	"fructose-1,6-bisphosphatase 1"	NA	"b4232"	"fbp"	NA	"fructose-1,6-bisphosphatase 1"	"-"	"CDS"	"3939"	4454611	4455609	0	4454611	4455609	NA
"b4233"	"mpl"	4455785	4457158	"+"	0	"b4233,ECK120002294,ECK4228,EG12440,mpl,tpl,yjfG"	"ECK120006769,Mpl,NP_418654.1,Tpl,YjfG"	"ECK120002294"	"mpl"	"b4233"	"+"	NA	"ECK120006769"	"UDP-<i>N</i>-acetylmuramate&mdash;L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminoheptanedioate ligase"	NA	"b4233"	"mpl"	NA	"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl- meso-2,6-diaminoheptanedioate ligase"	"+"	"CDS"	"3940"	4455785	4457158	0	4455785	4457158	NA
"b4234"	"yjgA"	4457314	4457865	"-"	0	"b4234,ECK120001376,ECK4229,EG11410,yjgA"	"ECK120005852,NP_418655.1,YjgA"	"ECK120001376"	"yjgA"	"b4234"	"-"	NA	"ECK120005852"	"DUF615 domain-containing protein YjgA"	NA	"b4234"	"yjgA"	NA	"DUF615 domain-containing protein YjgA"	"-"	"CDS"	"3941"	4457314	4457865	0	4457314	4457865	NA
"b4235"	"tldE"	4457959	4459311	"+"	0	"b4235,ECK120000732,ECK4230,EG10741,mcb,pmbA,tldE"	"ECK120005208,Mcb,NP_418656.1,PmbA,protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD,TldE"	"ECK120000732"	"tldE"	"b4235"	"+"	NA	"ECK120005208"	"metalloprotease subunit TldE"	NA	"b4235"	"pmbA"	NA	"metalloprotease PmbA"	"+"	"CDS"	"3942"	4457959	4459311	0	4457959	4459311	NA
"b4236"	"cybC"	4459488	4459855	"+"	0	"b4236,cybC,cytochrome b562,ECK120002567,ECK4231,EG50008"	""	"ECK120002567"	"cybC"	"b4236"	"+"	"Pseudo Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4459488	4459855	0	NA	NA	NA
"b4237"	"nrdG"	4459900	4460364	"-"	0	"b4237,ECK120004452,ECK4232,G812,nrdG,yjgE"	"ECK120008888,NP_418658.1,NrdG,YjgE"	"ECK120004452"	"nrdG"	"b4237"	"-"	NA	"ECK120008888"	"anaerobic ribonucleoside-triphosphate reductase activating protein"	NA	"b4237"	"nrdG"	NA	"anaerobic ribonucleoside-triphosphate reductase activating protein"	"-"	"CDS"	"3943"	4459900	4460364	0	4459900	4460364	NA
"b4238"	"nrdD"	4460522	4462660	"-"	0	"b4238,ECK120001382,ECK4233,EG11417,nrdD"	"ECK120005858,NP_418659.1,NrdD"	"ECK120001382"	"nrdD"	"b4238"	"-"	NA	"ECK120005858"	"anaerobic ribonucleoside-triphosphate reductase"	NA	"b4238"	"nrdD"	NA	"anaerobic ribonucleoside-triphosphate reductase"	"-"	"CDS"	"3944"	4460522	4462660	0	4460522	4462660	NA
"b4239"	"treC"	4463054	4464709	"-"	0	"b4239,ECK120001368,ECK4234,EG11402,olgH,treC,treE"	"ECK120005844,NP_418660.1,OlgH,TreC,TreE"	"ECK120001368"	"treC"	"b4239"	"-"	NA	"ECK120005844"	"trehalose-6-phosphate hydrolase"	NA	"b4239"	"treC"	NA	"trehalose-6-phosphate hydrolase"	"-"	"CDS"	"3945"	4463054	4464709	0	4463054	4464709	NA
"b4240"	"treB"	4464759	4466180	"-"	0	"b4240,ECK120002029,ECK4235,EG12127,treB"	"ECK120006505,enzyme IIBC component of trehalose PTS,Enzyme IIBC<sup>tre</sup>,NP_418661.1,TreB"	"ECK120002029"	"treB"	"b4240"	"-"	NA	"ECK120006505"	"trehalose-specific PTS enzyme IIBC component"	NA	"b4240"	"treB"	NA	"trehalose-specific PTS enzyme IIBC component"	"-"	"CDS"	"3946"	4464759	4466180	0	4464759	4466180	NA
"ECK125121995"	"mgtA5'"	4464820	4465199	"+"	0	"ECK125121995,mgtA5',mgtA5p,U00096_ncRNA_4464819_4465199"	"ECK125122018,ig:2625"	"ECK125121995"	"mgtA5'"	NA	"+"	NA	"ECK125122018"	"MgtA5'"	"small RNA"	"U00096_ncRNA_4464819_4465199"	"mgtA5p"	NA	"mgtA5p"	"+"	"ncRNA"	"9044"	NA	NA	NA	NA	NA	NA
"b4241"	"treR"	4466299	4467246	"-"	2	"b4241,ECK120002090,ECK4236,EG12202,treR"	"ECK120006566,NP_418662.1,TreR"	"ECK120002090"	"treR"	"b4241"	"-"	NA	"ECK120006566"	"DNA-binding transcriptional repressor TreR"	NA	"b4241"	"treR"	"non-essential"	"DNA-binding transcriptional repressor TreR"	"-"	"CDS"	"206"	4466299	4467246	1	4466299	4467246	1
"b4702"	"mgtL"	4467431	4467484	"+"	0	"b4702,ECK125122027,ECK4513,G0-10689,mgtL"	"ECK125122028,MgtL,YP_003933616.1"	"ECK125122027"	"mgtL"	"b4702"	"+"	NA	"ECK125122028"	"leader peptide MgtL"	NA	"b4702"	"mgtL"	NA	"leader peptide MgtL"	"+"	"CDS"	"3947"	4467431	4467484	0	4467431	4467484	NA
"b4242"	"mgtA"	4467625	4470321	"+"	0	"atmA,b4242,corB,ECK120002316,ECK4237,EG12525,mgt,mgtA,mtg"	"AtmA,CorB,ECK120006791,Mgt,MgtA,Mtg,NP_418663.1"	"ECK120002316"	"mgtA"	"b4242"	"+"	NA	"ECK120006791"	"Mg<sup>2+</sup> importing P-type ATPase"	NA	"b4242"	"mgtA"	NA	"Mg(2(+)) importing P-type ATPase"	"+"	"CDS"	"3948"	4467625	4470321	0	4467625	4470321	NA
"b4243"	"ridA"	4470527	4470913	"-"	0	"b4243,ECK120004372,ECK4238,G7877,ridA,yjgF"	"ECK120008811,NP_418664.2,RidA,YjgF"	"ECK120004372"	"ridA"	"b4243"	"-"	NA	"ECK120008811"	"enamine/imine deaminase, redox-regulated chaperone"	NA	"b4243"	"ridA"	NA	"enamine/imine deaminase, redox regulated chaperone"	"-"	"CDS"	"3949"	4470527	4470913	0	4470527	4470913	NA
"b4244"	"pyrI"	4470986	4471447	"-"	0	"b4244,ECK120000802,ECK4239,EG10811,pyrI"	"ECK120005278,NP_418665.1,PyrI"	"ECK120000802"	"pyrI"	"b4244"	"-"	NA	"ECK120005278"	"aspartate carbamoyltransferase, PyrI subunit"	NA	"b4244"	"pyrI"	NA	"aspartate carbamoyltransferase, PyrI subunit"	"-"	"CDS"	"3950"	4470986	4471447	0	4470986	4471447	NA
"b4245"	"pyrB"	4471460	4472395	"-"	0	"b4245,ECK120000796,ECK4240,EG10805,pyrB"	"ECK120005272,NP_418666.1,PyrB"	"ECK120000796"	"pyrB"	"b4245"	"-"	NA	"ECK120005272"	"aspartate carbamoyltransferase catalytic subunit"	NA	"b4245"	"pyrB"	NA	"aspartate carbamoyltransferase catalytic subunit"	"-"	"CDS"	"3951"	4471460	4472395	0	4471460	4472395	NA
"b4246"	"pyrL"	4472399	4472533	"-"	0	"b4246,ECK120001252,ECK4241,EG11279,pyrE-,pyrE-LP,pyrL"	"ECK120005728,NP_418667.1,PyrL"	"ECK120001252"	"pyrL"	"b4246"	"-"	NA	"ECK120005728"	"<i>pyrBI</i> operon leader peptide"	NA	"b4246"	"pyrL"	NA	"pyrBI operon leader peptide"	"-"	"CDS"	"3952"	4472399	4472533	0	4472399	4472533	NA
"b4247"	"b4247"	4472513	4472845	"+"	0	"b4247,ECK120004373,G7878"	""	"ECK120004373"	NA	"b4247"	"+"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4472513	4472845	0	NA	NA	NA
"b4248"	"yjgH"	4472814	4473209	"-"	0	"b4248,ECK120004374,ECK4242,G7879,yjgH"	"ECK120008813,NP_418669.1,YjgH"	"ECK120004374"	"yjgH"	"b4248"	"-"	NA	"ECK120008813"	"RutC family protein YjgH"	NA	"b4248"	"yjgH"	NA	"RutC family protein YjgH"	"-"	"CDS"	"3953"	4472814	4473209	0	4472814	4473209	NA
"b4249"	"bdcA"	4473340	4474053	"-"	0	"b4249,bdcA,ECK120004375,ECK4243,G7880,yjgI"	"BdcA,ECK120008814,NP_418670.1,YjgI"	"ECK120004375"	"bdcA"	"b4249"	"-"	NA	"ECK120008814"	"c-di-GMP-binding biofilm dispersal mediator protein"	NA	"b4249"	"bdcA"	NA	"c-di-GMP-binding biofilm dispersal mediator protein"	"-"	"CDS"	"3954"	4473340	4474053	0	4473340	4474053	NA
"b4251"	"bdcR"	4474124	4474717	"+"	1	"b4251,bdcR,ECK120004377,ECK4244,G7882,yjgJ"	"BdcR,ECK120008816,NP_418672.4,YjgJ"	"ECK120004377"	"bdcR"	"b4251"	"+"	NA	"ECK120008816"	"putative transcriptional regulator BdcR"	NA	"b4251"	"yjgJ"	"non-essential"	"putative transcriptional regulator BdcR"	"+"	"CDS"	"282"	4474124	4474717	0	4474124	4474717	1
"b4250"	"b4250"	4474227	4474391	"+"	0	"b4250,ECK120004376,G7881"	""	"ECK120004376"	NA	"b4250"	"+"	"Phantom Gene"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4474227	4474391	0	NA	NA	NA
"b4252"	"tabA"	4474862	4475314	"+"	0	"b4252,ECK120004378,ECK4245,G7883,tabA,yjgK"	"ECK120008817,NP_418673.4,TabA,YjgK"	"ECK120004378"	"tabA"	"b4252"	"+"	NA	"ECK120008817"	"DUF386 domain-containing toxin-antitoxin biofilm protein TabA"	NA	"b4252"	"tabA"	NA	"DUF386 domain-containing toxin-antitoxin biofilm protein TabA"	"+"	"CDS"	"3955"	4474862	4475314	0	4474862	4475314	NA
"b4253"	"yjgL"	4475437	4477251	"+"	0	"b4253,ECK120004379,ECK4246,G7884,yjgL"	"ECK120008818,NP_418674.2,YjgL"	"ECK120004379"	"yjgL"	"b4253"	"+"	NA	"ECK120008818"	"protein YjgL"	NA	"b4253"	"yjgL"	NA	"protein YjgL"	"+"	"CDS"	"3956"	4475437	4477251	0	4475437	4477251	NA
"b4254"	"argI"	4477307	4478311	"-"	0	"argI,b4254,ECK120000065,ECK4247,EG10069"	"ArgI,ECK120004541,NP_418675.1,ornithine carbamoyltransferase chain I"	"ECK120000065"	"argI"	"b4254"	"-"	NA	"ECK120004541"	"ornithine carbamoyltransferase ArgI"	NA	"b4254"	"argI"	NA	"ornithine carbamoyltransferase ArgI"	"-"	"CDS"	"3957"	4477307	4478311	0	4477307	4478311	NA
"b4255"	"rraB"	4478473	4478889	"+"	0	"b4255,ECK120004380,ECK4248,G7885,rraB,yjgD"	"ECK120008819,NP_418676.1,RraB,YjgD"	"ECK120004380"	"rraB"	"b4255"	"+"	NA	"ECK120008819"	"ribonuclease E inhibitor protein B"	NA	"b4255"	"rraB"	NA	"ribonuclease E inhibitor protein B"	"+"	"CDS"	"3958"	4478473	4478889	0	4478473	4478889	NA
"b4256"	"yjgM"	4479034	4479537	"-"	0	"b4256,ECK120004381,ECK4249,G7886,yjgM"	"ECK120008820,YjgM,YP_026287.1"	"ECK120004381"	"yjgM"	"b4256"	"-"	NA	"ECK120008820"	"putative acetyltransferase YjgM"	NA	"b4256"	"yjgM"	NA	"putative acetyltransferase YjgM"	"-"	"CDS"	"3959"	4479034	4479537	0	4479034	4479537	NA
