promoter_id	start	stop	strand	type
CPROM19473	3915188	3915188	-	Promoter
CPROM19474	3915214	3915223	-	Promoter
CPROM19475	3915324	3915326	-	Promoter
CPROM19476	3915376	3915376	-	Promoter
CPROM19477	3915813	3915813	-	Promoter
CPROM19478	3915933	3915933	+	Promoter
CPROM19479	3915989	3915989	-	Promoter
CPROM19480	3916495	3916495	+	Promoter
CPROM19481	3916511	3916511	+	Promoter
CPROM19482	3916641	3916641	-	Promoter
CPROM19483	3916759	3916759	-	Promoter
CPROM19484	3916932	3916932	-	Promoter
CPROM19485	3916978	3916978	-	Promoter
CPROM19486	3917001	3917001	-	Promoter
CPROM19487	3917107	3917107	-	Promoter
CPROM19488	3917217	3917217	-	Promoter
CPROM19489	3917272	3917275	-	Promoter
CPROM19490	3917382	3917382	-	Promoter
CPROM19491	3917397	3917397	-	Promoter
CPROM19492	3917433	3917433	-	Promoter
CPROM19493	3917446	3917446	-	Promoter
CPROM19494	3917736	3917744	-	Promoter
CPROM19495	3917765	3917765	-	Promoter
CPROM19496	3917828	3917828	-	Promoter
CPROM19497	3918076	3918078	-	Promoter
CPROM19498	3918597	3918597	-	Promoter
CPROM19499	3918988	3918988	-	Promoter
CPROM19500	3919083	3919085	-	Promoter
CPROM19501	3919114	3919114	-	Promoter
CPROM19502	3919282	3919282	-	Promoter
CPROM19503	3919287	3919287	-	Promoter
CPROM19504	3919318	3919318	+	Promoter
CPROM19505	3919409	3919409	-	Promoter
CPROM19506	3919427	3919430	-	Promoter
CPROM19507	3919444	3919444	-	Promoter
CPROM19508	3919510	3919510	-	Promoter
CPROM19509	3919515	3919515	-	Promoter
CPROM19510	3919568	3919568	-	Promoter
CPROM19511	3919578	3919578	-	Promoter
CPROM19512	3919763	3919763	-	Promoter
CPROM19513	3919977	3919977	-	Promoter
CPROM19514	3920340	3920340	+	Promoter
CPROM19515	3920436	3920436	-	Promoter
CPROM19516	3920475	3920475	-	Promoter
CPROM19517	3920485	3920485	-	Promoter
CPROM19518	3920558	3920560	-	Promoter
CPROM19519	3920588	3920588	-	Promoter
CPROM19520	3920598	3920598	-	Promoter
CPROM19521	3920606	3920606	+	Promoter
CPROM19522	3920732	3920732	-	Promoter
CPROM19523	3920997	3920997	-	Promoter
CPROM19524	3921003	3921003	-	Promoter
CPROM19525	3921177	3921177	-	Promoter
CPROM19526	3921183	3921183	-	Promoter
CPROM19527	3921192	3921192	-	Promoter
CPROM19528	3921214	3921214	-	Promoter
CPROM19529	3921235	3921235	+	Promoter
CPROM19530	3921244	3921244	+	Promoter
CPROM19531	3921379	3921385	-	Promoter
CPROM19532	3921390	3921390	-	Promoter
CPROM19533	3921401	3921401	-	Promoter
CPROM19534	3921578	3921578	-	Promoter
CPROM19535	3921709	3921709	-	Promoter
CPROM19536	3921775	3921775	-	Promoter
CPROM19537	3921799	3921799	+	Promoter
CPROM19538	3921812	3921812	-	Promoter
CPROM19539	3921818	3921818	-	Promoter
CPROM19540	3921823	3921823	-	Promoter
CPROM19541	3921829	3921829	-	Promoter
CPROM19542	3922078	3922078	-	Promoter
CPROM19543	3922116	3922116	-	Promoter
CPROM19544	3922124	3922124	-	Promoter
CPROM19545	3922129	3922129	-	Promoter
CPROM19546	3922134	3922134	-	Promoter
CPROM19547	3922179	3922179	-	Promoter
CPROM19548	3922266	3922273	-	Promoter
CPROM19549	3922384	3922388	-	Promoter
CPROM19550	3922425	3922425	-	Promoter
CPROM19551	3922476	3922479	-	Promoter
CPROM19552	3922490	3922490	-	Promoter
CPROM19553	3922499	3922499	+	Promoter
CPROM19554	3922524	3922525	-	Promoter
CPROM19555	3922579	3922579	-	Promoter
CPROM19556	3922604	3922604	+	Promoter
CPROM19557	3922720	3922725	-	Promoter
CPROM19558	3922766	3922766	-	Promoter
CPROM19559	3922773	3922773	+	Promoter
CPROM19560	3922887	3922887	-	Promoter
CPROM19561	3922895	3922895	+	Promoter
CPROM19562	3922984	3922984	+	Promoter
CPROM19563	3923024	3923024	-	Promoter
CPROM19564	3923085	3923085	+	Promoter
CPROM19565	3923111	3923111	-	Promoter
CPROM19566	3923324	3923324	-	Promoter
CPROM19567	3923332	3923332	-	Promoter
CPROM19568	3923341	3923345	+	Promoter
CPROM19569	3923516	3923516	+	Promoter
CPROM19570	3923600	3923604	+	Promoter
CPROM19571	3923752	3923752	-	Promoter
CPROM19572	3924313	3924313	-	Promoter
CPROM19573	3924711	3924711	-	Promoter
CPROM19574	3924862	3924863	+	Promoter
CPROM19575	3924964	3924964	-	Promoter
CPROM19576	3925010	3925010	+	Promoter
CPROM19577	3925443	3925443	-	Promoter
CPROM19578	3925460	3925460	-	Promoter
CPROM19579	3925663	3925663	-	Promoter
CPROM19580	3925674	3925679	-	Promoter
CPROM19581	3925744	3925744	+	Promoter
CPROM19582	3925782	3925782	-	Promoter
CPROM19583	3925781	3925783	+	Promoter
CPROM19584	3926009	3926009	-	Promoter
CPROM19585	3926475	3926476	-	Promoter
CPROM19586	3926720	3926720	+	Promoter
CPROM19587	3926791	3926791	+	Promoter
CPROM19588	3927031	3927031	-	Promoter
CPROM19589	3927132	3927132	-	Promoter
CPROM19590	3927129	3927132	+	Promoter
CPROM19591	3927138	3927138	+	Promoter
CPROM19592	3927155	3927155	+	Promoter
CPROM19593	3927180	3927180	+	Promoter
CPROM19594	3927229	3927229	+	Promoter
CPROM19595	3927521	3927521	+	Promoter
CPROM19596	3928154	3928158	+	Promoter
CPROM19597	3928389	3928389	-	Promoter
CPROM19598	3928511	3928511	-	Promoter
CPROM19599	3928517	3928517	-	Promoter
CPROM19600	3928691	3928691	-	Promoter
CPROM19601	3928813	3928815	-	Promoter
CPROM19602	3928821	3928821	-	Promoter
CPROM19603	3929220	3929220	+	Promoter
CPROM19604	3929846	3929846	+	Promoter
CPROM19605	3929884	3929884	-	Promoter
CPROM19606	3930017	3930017	-	Promoter
CPROM19607	3931076	3931080	-	Promoter
CPROM19608	3931103	3931103	+	Promoter
CPROM19609	3931128	3931136	-	Promoter
CPROM19610	3931158	3931162	-	Promoter
CPROM19611	3931181	3931181	+	Promoter
CPROM19612	3931216	3931216	+	Promoter
CPROM19613	3931221	3931221	-	Promoter
CPROM19614	3931237	3931237	+	Promoter
CPROM19615	3931257	3931259	+	Promoter
CPROM19616	3931265	3931265	+	Promoter
CPROM19617	3931322	3931322	+	Promoter
CPROM19618	3931392	3931392	-	Promoter
CPROM19619	3931562	3931562	-	Promoter
CPROM19620	3931617	3931617	-	Promoter
CPROM19621	3932623	3932623	+	Promoter
CPROM19622	3932630	3932630	+	Promoter
CPROM19623	3932794	3932794	-	Promoter
CPROM19624	3933055	3933055	+	Promoter
CPROM19625	3933321	3933322	+	Promoter
CPROM19626	3933395	3933395	+	Promoter
CPROM19627	3933482	3933482	+	Promoter
CPROM19628	3933493	3933493	-	Promoter
CPROM19629	3933503	3933506	+	Promoter
CPROM19630	3933533	3933533	+	Promoter
CPROM19631	3933545	3933545	-	Promoter
CPROM19632	3933555	3933555	+	Promoter
CPROM19633	3933573	3933573	+	Promoter
CPROM19634	3933592	3933592	+	Promoter
CPROM19635	3933629	3933629	+	Promoter
CPROM19636	3933949	3933949	+	Promoter
CPROM19637	3933966	3933966	+	Promoter
CPROM19638	3934017	3934017	-	Promoter
CPROM19639	3934367	3934367	+	Promoter
CPROM19640	3935398	3935398	-	Promoter
CPROM19641	3935432	3935432	+	Promoter
CPROM19642	3935631	3935631	-	Promoter
CPROM19643	3935692	3935695	+	Promoter
CPROM19644	3935969	3935970	+	Promoter
CPROM19645	3936137	3936137	+	Promoter
CPROM19646	3936145	3936145	+	Promoter
CPROM19647	3936162	3936164	+	Promoter
CPROM19648	3936177	3936177	+	Promoter
CPROM19649	3936260	3936260	+	Promoter
CPROM19650	3937044	3937045	+	Promoter
CPROM19651	3937222	3937222	-	Promoter
CPROM19652	3937237	3937237	+	Promoter
CPROM19653	3937344	3937344	-	Promoter
CPROM19654	3937533	3937533	-	Promoter
CPROM19655	3937546	3937546	+	Promoter
CPROM19656	3937833	3937833	-	Promoter
CPROM19657	3938245	3938245	+	Promoter
CPROM19658	3939236	3939236	+	Promoter
CPROM19659	3939515	3939515	-	Promoter
CPROM19660	3939695	3939695	-	Promoter
CPROM19661	3940051	3940051	-	Promoter
CPROM19662	3940929	3940929	+	Promoter
CPROM19663	3941227	3941228	-	Promoter
CPROM19664	3941354	3941354	-	Promoter
CPROM19665	3941424	3941426	+	Promoter
CPROM19666	3941515	3941516	+	Promoter
CPROM19667	3941615	3941615	-	Promoter
CPROM19668	3941633	3941636	+	Promoter
CPROM19669	3941653	3941653	+	Promoter
CPROM19670	3941668	3941668	-	Promoter
CPROM19671	3941693	3941693	+	Promoter
CPROM19672	3941736	3941736	-	Promoter
CPROM19673	3941767	3941767	-	Promoter
CPROM19674	3941772	3941772	-	Promoter
CPROM19675	3941812	3941812	+	Promoter
CPROM19676	3942146	3942146	+	Promoter
CPROM19677	3942504	3942504	-	Promoter
CPROM19678	3943053	3943054	+	Promoter
CPROM19679	3943209	3943209	+	Promoter
CPROM19680	3943382	3943383	+	Promoter
CPROM19681	3943437	3943437	+	Promoter
CPROM19682	3943552	3943552	+	Promoter
CPROM19683	3943571	3943571	-	Promoter
CPROM19684	3943581	3943582	+	Promoter
CPROM19685	3943939	3943939	+	Promoter
CPROM19686	3944105	3944105	+	Promoter
CPROM19687	3944390	3944390	+	Promoter
CPROM19688	3944440	3944440	+	Promoter
CPROM19689	3944826	3944826	-	Promoter
CPROM19690	3944980	3944980	+	Promoter
CPROM19691	3945773	3945773	-	Promoter
CPROM19692	3946151	3946151	+	Promoter
CPROM19693	3946200	3946203	+	Promoter
CPROM19694	3946700	3946700	+	Promoter
CPROM19695	3946823	3946823	+	Promoter
CPROM19696	3946957	3946957	+	Promoter
CPROM19697	3947118	3947118	-	Promoter
CPROM19698	3947167	3947167	+	Promoter
CPROM19699	3947292	3947292	-	Promoter
CPROM19700	3947378	3947378	-	Promoter
CPROM19701	3947541	3947541	+	Promoter
CPROM19702	3947992	3947993	-	Promoter
CPROM19703	3948020	3948020	-	Promoter
CPROM19704	3948028	3948029	+	Promoter
CPROM19705	3948049	3948051	+	Promoter
CPROM19706	3948058	3948058	+	Promoter
CPROM19707	3948124	3948124	-	Promoter
CPROM19708	3948155	3948155	-	Promoter
CPROM19709	3948317	3948317	-	Promoter
CPROM19710	3948392	3948392	-	Promoter
CPROM19711	3948523	3948523	-	Promoter
CPROM19712	3948542	3948542	-	Promoter
CPROM19713	3948544	3948544	+	Promoter
CPROM19714	3948926	3948926	+	Promoter
CPROM19715	3949031	3949031	-	Promoter
CPROM19716	3949402	3949402	+	Promoter
CPROM19717	3949543	3949543	-	Promoter
CPROM19718	3949717	3949717	-	Promoter
CPROM19719	3949982	3949982	-	Promoter
CPROM19720	3950218	3950218	+	Promoter
CPROM19721	3950265	3950265	-	Promoter
CPROM19722	3950286	3950290	+	Promoter
CPROM19723	3950322	3950326	+	Promoter
CPROM19724	3950337	3950338	+	Promoter
CPROM19725	3950345	3950345	+	Promoter
CPROM19726	3950361	3950361	+	Promoter
CPROM19727	3950477	3950489	+	Promoter
CPROM19728	3950511	3950511	+	Promoter
CPROM19729	3950539	3950540	+	Promoter
CPROM19730	3950546	3950549	+	Promoter
CPROM19731	3950564	3950564	+	Promoter
CPROM19732	3950664	3950664	-	Promoter
CPROM19733	3950727	3950727	+	Promoter
CPROM19734	3950740	3950740	+	Promoter
CPROM19735	3950822	3950822	+	Promoter
CPROM19736	3950829	3950829	+	Promoter
CPROM19737	3950834	3950834	+	Promoter
CPROM19738	3950842	3950842	+	Promoter
CPROM19739	3950850	3950850	+	Promoter
CPROM19740	3950867	3950867	+	Promoter
CPROM19741	3950982	3950982	+	Promoter
CPROM19742	3951087	3951087	+	Promoter
CPROM19743	3951258	3951258	+	Promoter
CPROM19744	3951887	3951887	+	Promoter
CPROM19745	3952185	3952185	-	Promoter
CPROM19746	3952387	3952390	+	Promoter
CPROM19747	3952983	3952983	+	Promoter
CPROM19748	3953336	3953336	+	Promoter
CPROM19749	3953347	3953347	+	Promoter
CPROM19750	3953393	3953393	-	Promoter
CPROM19751	3953468	3953468	-	Promoter
CPROM19752	3953490	3953490	+	Promoter
CPROM19753	3953529	3953529	+	Promoter
CPROM19754	3953576	3953576	-	Promoter
CPROM19755	3954417	3954417	+	Promoter
CPROM19756	3954916	3954916	+	Promoter
CPROM19757	3955235	3955235	+	Promoter
CPROM19758	3955478	3955478	+	Promoter
CPROM19759	3955546	3955546	+	Promoter
CPROM19760	3955804	3955804	-	Promoter
CPROM19761	3957172	3957172	-	Promoter
CPROM19762	3957249	3957249	+	Promoter
CPROM19763	3957442	3957443	-	Promoter
CPROM19764	3957863	3957867	-	Promoter
CPROM19765	3957912	3957917	+	Promoter
CPROM19766	3957937	3957937	+	Promoter
CPROM19767	3957995	3957995	+	Promoter
CPROM19768	3958174	3958174	+	Promoter
CPROM19769	3958227	3958227	+	Promoter
CPROM19770	3958395	3958395	-	Promoter
CPROM19771	3958729	3958729	+	Promoter
CPROM19772	3958844	3958844	-	Promoter
CPROM19773	3958930	3958930	-	Promoter
CPROM19774	3958926	3958926	+	Promoter
CPROM19775	3959129	3959129	+	Promoter
CPROM19776	3959136	3959139	+	Promoter
CPROM19777	3959236	3959236	+	Promoter
CPROM19778	3959475	3959475	+	Promoter
CPROM19779	3959562	3959562	+	Promoter
CPROM19780	3959840	3959841	-	Promoter
CPROM19781	3959842	3959842	+	Promoter
CPROM19782	3959948	3959948	-	Promoter
CPROM19783	3959980	3959980	-	Promoter
CPROM19784	3960045	3960045	+	Promoter
CPROM19785	3960108	3960108	+	Promoter
CPROM19786	3960323	3960324	-	Promoter
CPROM19787	3960497	3960497	-	Promoter
CPROM19788	3960520	3960520	-	Promoter
CPROM19789	3960647	3960652	+	Promoter
CPROM19790	3960770	3960770	+	Promoter
CPROM19791	3961199	3961199	+	Promoter
CPROM19792	3961228	3961228	-	Promoter
CPROM19793	3962450	3962450	+	Promoter
CPROM19794	3962811	3962811	+	Promoter
CPROM19795	3963573	3963573	+	Promoter
CPROM19796	3963625	3963625	-	Promoter
CPROM19797	3963871	3963871	-	Promoter
CPROM19798	3963954	3963954	+	Promoter
CPROM19799	3964282	3964282	-	Promoter
CPROM19800	3964301	3964301	+	Promoter
CPROM19801	3964306	3964306	+	Promoter
CPROM19802	3964315	3964315	-	Promoter
CPROM19803	3964325	3964329	-	Promoter
CPROM19804	3964340	3964340	-	Promoter
CPROM19805	3964379	3964379	+	Promoter
CPROM19806	3964499	3964499	-	Promoter
CPROM19807	3964518	3964518	+	Promoter
CPROM19808	3964550	3964550	+	Promoter
CPROM19809	3964574	3964574	+	Promoter
CPROM19810	3964628	3964628	-	Promoter
CPROM19811	3964980	3964980	-	Promoter
CPROM19812	3965109	3965109	+	Promoter
CPROM19813	3965171	3965171	-	Promoter
CPROM19814	3965222	3965222	-	Promoter
CPROM19815	3965369	3965373	+	Promoter
CPROM19816	3965414	3965416	-	Promoter
CPROM19817	3965617	3965617	-	Promoter
CPROM19818	3965630	3965631	-	Promoter
CPROM19819	3965656	3965656	-	Promoter
CPROM19820	3965647	3965652	+	Promoter
CPROM19821	3965700	3965701	-	Promoter
CPROM19822	3965687	3965698	+	Promoter
CPROM19823	3965746	3965746	-	Promoter
CPROM19824	3965740	3965743	+	Promoter
CPROM19825	3965776	3965776	+	Promoter
CPROM19826	3965796	3965796	+	Promoter
CPROM19827	3965802	3965802	+	Promoter
CPROM19828	3965873	3965873	-	Promoter
CPROM19829	3966032	3966032	+	Promoter
CPROM19830	3966161	3966162	+	Promoter
CPROM19831	3966167	3966167	-	Promoter
CPROM19832	3966194	3966195	+	Promoter
CPROM19833	3966201	3966201	+	Promoter
CPROM19834	3966224	3966224	+	Promoter
CPROM19835	3966246	3966247	+	Promoter
CPROM19836	3966265	3966265	+	Promoter
CPROM19837	3966298	3966298	+	Promoter
CPROM19838	3966323	3966323	+	Promoter
CPROM19839	3966341	3966341	+	Promoter
CPROM19840	3966365	3966378	+	Promoter
CPROM19841	3966386	3966386	+	Promoter
CPROM19842	3966397	3966397	+	Promoter
CPROM19843	3966439	3966439	+	Promoter
CPROM19844	3966512	3966512	-	Promoter
CPROM19845	3966725	3966725	+	Promoter
CPROM19846	3967727	3967727	-	Promoter
CPROM19847	3967728	3967728	+	Promoter
CPROM19848	3967746	3967746	+	Promoter
CPROM19849	3967809	3967809	-	Promoter
CPROM19850	3967825	3967825	+	Promoter
CPROM19851	3967889	3967890	+	Promoter
CPROM19852	3967895	3967895	+	Promoter
CPROM19853	3968130	3968130	+	Promoter
CPROM19854	3968688	3968688	-	Promoter
CPROM19855	3968724	3968724	-	Promoter
CPROM19856	3968844	3968844	-	Promoter
CPROM19857	3968862	3968864	+	Promoter
CPROM19858	3968914	3968915	+	Promoter
CPROM19859	3969127	3969130	+	Promoter
CPROM19860	3969176	3969176	+	Promoter
CPROM19861	3969944	3969944	+	Promoter
CPROM19862	3969950	3969950	+	Promoter
CPROM19863	3969986	3969986	+	Promoter
CPROM19864	3970279	3970279	-	Promoter
CPROM19865	3971237	3971237	-	Promoter
CPROM19866	3971398	3971398	+	Promoter
CPROM19867	3971418	3971418	-	Promoter
CPROM19868	3971661	3971661	+	Promoter
CPROM19869	3972592	3972592	+	Promoter
CPROM19870	3973279	3973281	+	Promoter
CPROM19871	3975023	3975023	+	Promoter
CPROM19872	3975033	3975033	+	Promoter
CPROM19873	3975803	3975805	-	Promoter
CPROM19874	3976276	3976276	+	Promoter
CPROM19875	3976494	3976494	+	Promoter
CPROM19876	3976893	3976893	+	Promoter
CPROM19877	3977110	3977110	+	Promoter
CPROM19878	3977290	3977290	-	Promoter
CPROM19879	3977317	3977318	+	Promoter
CPROM19880	3977375	3977375	+	Promoter
CPROM19881	3977392	3977392	+	Promoter
CPROM19882	3977491	3977491	+	Promoter
CPROM19883	3977656	3977656	-	Promoter
CPROM19884	3978294	3978294	+	Promoter
CPROM19885	3978370	3978370	+	Promoter
CPROM19886	3979116	3979116	+	Promoter
CPROM19887	3979548	3979548	-	Promoter
CPROM19888	3979618	3979618	+	Promoter
CPROM19889	3979755	3979755	+	Promoter
CPROM19890	3979832	3979835	+	Promoter
CPROM19891	3980116	3980116	+	Promoter
CPROM19892	3980376	3980376	-	Promoter
CPROM19893	3980553	3980553	+	Promoter
CPROM19894	3980787	3980787	-	Promoter
CPROM19895	3980822	3980823	+	Promoter
CPROM19896	3980833	3980838	-	Promoter
CPROM19897	3980856	3980856	-	Promoter
CPROM19898	3980876	3980876	-	Promoter
CPROM19899	3981027	3981027	-	Promoter
CPROM19900	3982152	3982153	-	Promoter
CPROM19901	3982165	3982165	+	Promoter
CPROM19902	3982200	3982200	+	Promoter
CPROM19903	3982209	3982209	+	Promoter
CPROM19904	3982359	3982364	+	Promoter
CPROM19905	3982509	3982509	+	Promoter
CPROM19906	3982606	3982606	+	Promoter
CPROM19907	3982736	3982736	+	Promoter
CPROM19908	3982743	3982743	+	Promoter
CPROM19909	3982755	3982755	+	Promoter
CPROM19910	3982822	3982822	+	Promoter
CPROM19911	3982920	3982920	+	Promoter
CPROM19912	3983008	3983008	-	Promoter
CPROM19913	3983523	3983523	+	Promoter
CPROM19914	3983959	3983959	+	Promoter
CPROM19915	3984490	3984490	-	Promoter
CPROM19916	3984612	3984612	-	Promoter
CPROM19917	3984995	3984997	-	Promoter
CPROM19918	3985190	3985190	-	Promoter
CPROM19919	3985831	3985831	-	Promoter
CPROM19920	3986021	3986021	+	Promoter
CPROM19921	3986057	3986057	-	Promoter
CPROM19922	3986198	3986198	-	Promoter
CPROM19923	3986265	3986265	+	Promoter
CPROM19924	3986303	3986303	+	Promoter
CPROM19925	3986317	3986317	+	Promoter
CPROM19926	3986364	3986364	-	Promoter
CPROM19927	3986429	3986434	+	Promoter
CPROM19928	3986702	3986702	-	Promoter
CPROM19929	3986736	3986736	-	Promoter
CPROM19930	3987267	3987267	+	Promoter
CPROM19931	3987736	3987736	+	Promoter
CPROM19932	3987768	3987768	-	Promoter
CPROM19933	3989102	3989102	+	Promoter
CPROM19934	3989196	3989196	-	Promoter
CPROM19935	3989213	3989213	-	Promoter
CPROM19936	3989224	3989224	-	Promoter
CPROM19937	3989340	3989340	+	Promoter
CPROM19938	3989468	3989471	-	Promoter
CPROM19939	3989552	3989552	+	Promoter
CPROM19940	3990256	3990256	-	Promoter
CPROM19941	3990572	3990573	-	Promoter
CPROM19942	3990774	3990774	+	Promoter
CPROM19943	3990789	3990792	-	Promoter
CPROM19944	3990790	3990792	+	Promoter
CPROM19945	3990833	3990833	-	Promoter
CPROM19946	3990949	3990949	-	Promoter
CPROM19947	3990952	3990952	+	Promoter
CPROM19948	3990998	3991000	+	Promoter
CPROM19949	3991058	3991058	+	Promoter
CPROM19950	3991067	3991071	+	Promoter
CPROM19951	3991076	3991076	+	Promoter
CPROM19952	3991152	3991152	+	Promoter
CPROM19953	3991251	3991251	-	Promoter
CPROM19954	3991488	3991488	+	Promoter
CPROM19955	3991552	3991552	-	Promoter
CPROM19956	3991552	3991552	+	Promoter
CPROM19957	3991704	3991704	-	Promoter
CPROM19958	3991903	3991903	-	Promoter
CPROM19959	3992096	3992096	-	Promoter
CPROM19960	3992344	3992344	+	Promoter
CPROM19961	3992385	3992385	-	Promoter
CPROM19962	3992631	3992631	+	Promoter
CPROM19963	3992686	3992686	+	Promoter
CPROM19964	3993366	3993366	-	Promoter
CPROM19965	3993429	3993430	+	Promoter
CPROM19966	3994077	3994077	+	Promoter
CPROM19967	3994083	3994083	-	Promoter
CPROM19968	3994161	3994161	-	Promoter
CPROM19969	3994265	3994265	+	Promoter
CPROM19970	3994367	3994367	-	Promoter
CPROM19971	3994414	3994419	+	Promoter
CPROM19972	3994490	3994492	+	Promoter
CPROM19973	3994563	3994563	+	Promoter
CPROM19974	3994572	3994572	+	Promoter
CPROM19975	3994723	3994723	-	Promoter
CPROM19976	3994721	3994721	+	Promoter
CPROM19977	3994879	3994879	+	Promoter
CPROM19978	3995172	3995172	-	Promoter
CPROM19979	3995529	3995529	-	Promoter
CPROM19980	3995868	3995868	+	Promoter
CPROM19981	3995958	3995958	+	Promoter
CPROM19982	3996169	3996169	+	Promoter
CPROM19983	3996295	3996295	+	Promoter
CPROM19984	3996562	3996562	+	Promoter
CPROM19985	3997123	3997123	+	Promoter
CPROM19986	3997228	3997228	-	Promoter
CPROM19987	3997252	3997252	+	Promoter
CPROM19988	3997751	3997751	+	Promoter
CPROM19989	3997906	3997907	+	Promoter
CPROM19990	3997963	3997963	+	Promoter
CPROM19991	3997971	3997971	+	Promoter
CPROM19992	3998097	3998097	-	Promoter
CPROM19993	3998622	3998622	+	Promoter
CPROM19994	3998664	3998664	+	Promoter
CPROM19995	3999555	3999555	+	Promoter
CPROM19996	3999862	3999862	+	Promoter
CPROM19997	4000336	4000336	+	Promoter
CPROM19998	4000764	4000764	-	Promoter
CPROM19999	4001066	4001067	+	Promoter
CPROM20000	4001108	4001112	-	Promoter
CPROM20001	4001142	4001142	+	Promoter
CPROM20002	4001191	4001192	+	Promoter
CPROM20003	4001273	4001273	+	Promoter
CPROM20004	4001410	4001410	+	Promoter
CPROM20005	4001562	4001562	+	Promoter
CPROM20006	4001750	4001750	+	Promoter
CPROM20007	4001780	4001780	+	Promoter
CPROM20008	4002241	4002242	-	Promoter
CPROM20009	4002259	4002260	-	Promoter
CPROM20010	4002344	4002344	-	Promoter
CPROM20011	4002451	4002452	-	Promoter
CPROM20012	4002542	4002542	-	Promoter
CPROM20013	4002594	4002594	-	Promoter
CPROM20014	4002948	4002948	-	Promoter
CPROM20015	4002958	4002958	+	Promoter
CPROM20016	4003708	4003708	+	Promoter
CPROM20017	4004036	4004036	+	Promoter
CPROM20018	4004202	4004202	-	Promoter
CPROM20019	4004225	4004225	-	Promoter
CPROM20020	4004651	4004651	+	Promoter
CPROM20021	4004724	4004729	-	Promoter
CPROM20022	4004814	4004815	+	Promoter
CPROM20023	4004823	4004823	-	Promoter
CPROM20024	4004923	4004923	+	Promoter
CPROM20025	4004966	4004966	-	Promoter
CPROM20026	4004992	4004992	-	Promoter
CPROM20027	4005523	4005523	+	Promoter
CPROM20028	4005646	4005646	+	Promoter
CPROM20029	4005688	4005688	+	Promoter
CPROM20030	4005703	4005703	-	Promoter
CPROM20031	4005782	4005782	+	Promoter
CPROM20032	4005835	4005836	+	Promoter
CPROM20033	4006756	4006756	-	Promoter
CPROM20034	4007234	4007234	+	Promoter
CPROM20035	4007447	4007447	-	Promoter
CPROM20036	4007681	4007681	-	Promoter
CPROM20037	4007725	4007726	+	Promoter
CPROM20038	4008195	4008195	+	Promoter
CPROM20039	4008612	4008612	-	Promoter
CPROM20040	4008630	4008630	+	Promoter
CPROM20041	4008657	4008657	+	Promoter
CPROM20042	4009025	4009025	+	Promoter
CPROM20043	4009068	4009068	+	Promoter
CPROM20044	4009073	4009073	-	Promoter
CPROM20045	4009085	4009086	-	Promoter
CPROM20046	4009101	4009105	+	Promoter
CPROM20047	4009136	4009136	-	Promoter
CPROM20048	4009137	4009137	+	Promoter
CPROM20049	4009566	4009566	-	Promoter
CPROM20050	4009583	4009583	+	Promoter
CPROM20051	4010009	4010009	+	Promoter
CPROM20052	4010374	4010374	+	Promoter
CPROM20053	4010424	4010424	-	Promoter
CPROM20054	4010437	4010437	+	Promoter
CPROM20055	4010493	4010493	-	Promoter
CPROM20056	4010682	4010682	-	Promoter
CPROM20057	4011051	4011054	+	Promoter
CPROM20058	4011101	4011101	+	Promoter
CPROM20059	4011268	4011268	+	Promoter
CPROM20060	4011396	4011396	+	Promoter
CPROM20061	4011575	4011575	-	Promoter
CPROM20062	4011702	4011702	+	Promoter
CPROM20063	4011799	4011799	+	Promoter
CPROM20064	4012080	4012080	-	Promoter
CPROM20065	4012717	4012717	+	Promoter
CPROM20066	4012837	4012838	-	Promoter
CPROM20067	4012854	4012855	-	Promoter
CPROM20068	4012860	4012860	-	Promoter
CPROM20069	4012871	4012871	+	Promoter
CPROM20070	4012884	4012887	+	Promoter
CPROM20071	4012920	4012922	+	Promoter
CPROM20072	4012947	4012947	+	Promoter
CPROM20073	4012952	4012952	+	Promoter
CPROM20074	4012959	4012959	-	Promoter
CPROM20075	4013010	4013010	+	Promoter
CPROM20076	4013017	4013017	+	Promoter
CPROM20077	4013034	4013034	+	Promoter
CPROM20078	4013061	4013061	+	Promoter
CPROM20079	4013067	4013069	+	Promoter
CPROM20080	4013079	4013079	+	Promoter
CPROM20081	4013127	4013127	+	Promoter
CPROM20082	4013184	4013184	-	Promoter
CPROM20083	4013261	4013261	+	Promoter
CPROM20084	4013584	4013584	+	Promoter
CPROM20085	4013872	4013872	+	Promoter
CPROM20086	4013877	4013877	+	Promoter
CPROM20087	4013894	4013894	+	Promoter
CPROM20088	4013905	4013905	+	Promoter
CPROM20089	4013944	4013944	-	Promoter
CPROM20090	4013974	4013974	+	Promoter
CPROM20091	4014098	4014098	-	Promoter
CPROM20092	4014376	4014376	+	Promoter
CPROM20093	4014407	4014407	+	Promoter
CPROM20094	4014445	4014445	+	Promoter
CPROM20095	4014468	4014468	-	Promoter
CPROM20096	4015162	4015162	+	Promoter
CPROM20097	4015387	4015387	-	Promoter
CPROM20098	4015423	4015423	-	Promoter
CPROM20099	4015570	4015570	+	Promoter
CPROM20100	4015999	4016000	+	Promoter
CPROM20101	4016172	4016172	-	Promoter
CPROM20102	4016187	4016187	-	Promoter
CPROM20103	4016185	4016185	+	Promoter
CPROM20104	4016202	4016202	-	Promoter
CPROM20105	4016199	4016199	+	Promoter
CPROM20106	4016225	4016226	-	Promoter
CPROM20107	4016224	4016224	+	Promoter
