tu_id	start	stop	strand	source	tu_name	operon_name	init_type	term_type	reported_bnumbers	valid_bnumbers	flag_genes	classic	HT	orphan	type	alt_id
CTU5826	3336549	3336886	-	RegulonDB	ibaG	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	TSS	gene	b3190	b3190	0	1	0	0	TU	ECK120027567_ECK125122036_NA
CTU5827	3336613	3340243	-	PB_Rich_longestRead	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	HT TSS	long	b3195,b3194,b3193,b3192,b3191,b3190	b3191,b3192,b3193,b3194,b3195	1	0	1	0	TU	PB_Rich_longestRead_640
CTU5828	3336823	3340121	-	PB_Rich_longestRead	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	HT TSS	long	b3195,b3194,b3193,b3192,b3191	b3191,b3192,b3193,b3194,b3195	1	0	1	0	TU	PB_Rich_longestRead_638
CTU5829	3336844	3340243	-	PB_M9_longestRead	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	HT TSS	long	b3195,b3194,b3193,b3192,b3191	b3191,b3192,b3193,b3194,b3195	1	0	1	0	TU	PB_M9_longestRead_768
CTU5830	3336867	3340101	-	PB_M9_longestRead	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	HT TSS	long	b3195,b3194,b3193,b3192,b3191	b3191,b3192,b3193,b3194,b3195	1	0	1	0	TU	PB_M9_longestRead_765
CTU5831	3336872	3337936	-	PB_M9_definedEnd	mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	HT TSS	HT TTS	b3193,b3192,b3191	b3191,b3192	1	0	1	0	TU	PB_M9_definedEnd_162
CTU5832	3336872	3340132	-	PB_Rich_longestRead	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	HT TSS	long	b3195,b3194,b3193,b3192,b3191	b3191,b3192,b3193,b3194,b3195	1	0	1	0	TU	PB_Rich_longestRead_639
CTU5833	3336963	3340102	-	RegulonDB	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	TSS	gene	b3195,b3194,b3193,b3192,b3191	b3191,b3192,b3193,b3194,b3195	1	1	0	0	TU	ECK125257176_ECK125257025_NA
CTU5834	3336963	3340121	-	RegulonDB	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	TSS	gene	b3195,b3194,b3193,b3192,b3191	b3191,b3192,b3193,b3194,b3195	1	1	0	0	TU	ECK120027568_ECK125257032_NA
CTU5835	3336963	3340132	-	RegulonDB	mlaF_mlaE_mlaD_mlaC_mlaB	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	TSS	gene	b3195,b3194,b3193,b3192,b3191	b3191,b3192,b3193,b3194,b3195	1	1	0	0	TU	ECK125257174_ECK125257023_NA
CTU5836	3337002	3340132	-	PB_M9_longestRead	mlaF_mlaE_mlaD_mlaC	ibaG,murA,mlaC,mlaB,mlaE,mlaD,mlaF	HT TSS	long	b3195,b3194,b3193,b3192,b3191	b3192,b3193,b3194,b3195	1	0	1	0	TU	PB_M9_longestRead_767
CTU5837	3340210	3343279	+	PB_Rich_longestRead	yrbG_kdsD_kdsC	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3196,b3197,b3198,b3199	b3196,b3197,b3198	1	0	1	0	TU	PB_Rich_longestRead_1513
CTU5838	3340211	3342252	+	RegulonDB	yrbG_kdsD	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3196,b3197	b3196,b3197	0	1	0	0	TU	ECK120030120_ECK120030204_NA
CTU5839	3340211	3344669	+	RegulonDB	yrbG_kdsD_kdsC_lptC_lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3196,b3197,b3198,b3199,b3200,b3201	b3196,b3197,b3198,b3199,b3200,b3201	0	1	0	0	TU	ECK125135005_ECK120030204_NA
CTU5840	3340673	3342935	+	PB_M9_longestRead	kdsD_kdsC	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3196,b3197,b3198,b3199	b3197,b3198	1	0	1	0	TU	PB_M9_longestRead_1778
CTU5841	3340673	3344148	+	PB_Rich_longestRead	kdsD_kdsC_lptC_lptA	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3196,b3197,b3198,b3199,b3200,b3201	b3197,b3198,b3199,b3200	1	0	1	0	TU	PB_Rich_longestRead_1514
CTU5842	3340717	3344304	+	PB_M9_longestRead	kdsD_kdsC_lptC_lptA	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3196,b3197,b3198,b3199,b3200,b3201	b3197,b3198,b3199,b3200	1	0	1	0	TU	PB_M9_longestRead_1779
CTU5843	3340717	3344633	+	PB_Rich_longestRead	kdsD_kdsC_lptC_lptA	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3196,b3197,b3198,b3199,b3200,b3201	b3197,b3198,b3199,b3200	1	0	1	0	TU	PB_Rich_longestRead_1515
CTU5844	3341717	3343823	+	PB_M9_longestRead	kdsC_lptC	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3197,b3198,b3199,b3200	b3198,b3199	1	0	1	0	TU	PB_M9_longestRead_1780
CTU5845	3341719	3344669	+	RegulonDB	kdsC_lptC_lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3198,b3199,b3200,b3201	b3198,b3199,b3200,b3201	0	1	0	0	TU	ECK125135007_ECK125135017_NA
CTU5846	3342009	3345232	+	PB_Rich_longestRead	kdsC_lptC_lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3197,b3198,b3199,b3200,b3201,b3202	b3198,b3199,b3200,b3201	1	0	1	0	TU	PB_Rich_longestRead_1516
CTU5847	3342010	3344669	+	RegulonDB	kdsC_lptC_lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3198,b3199,b3200,b3201	b3198,b3199,b3200,b3201	0	1	0	0	TU	ECK125135006_ECK125135016_NA
CTU5848	3342012	3345231	+	PB_M9_longestRead	kdsC_lptC_lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3197,b3198,b3199,b3200,b3201,b3202	b3198,b3199,b3200,b3201	1	0	1	0	TU	PB_M9_longestRead_1781
CTU5849	3342226	3344669	+	RegulonDB	kdsC_lptC_lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3198,b3199,b3200,b3201	b3198,b3199,b3200,b3201	0	1	0	0	TU	ECK120030121_ECK120030205_NA
CTU5850	3342227	3345406	+	PB_Rich_longestRead	kdsC_lptC_lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3197,b3198,b3199,b3200,b3201,b3202	b3198,b3199,b3200,b3201	1	0	1	0	TU	PB_Rich_longestRead_1517
CTU5851	3342870	3346294	+	PB_M9_longestRead	lptA_lptB_rpoN	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3199,b3200,b3201,b3202,b3203	b3200,b3201,b3202	1	0	1	0	TU	PB_M9_longestRead_1782
CTU5852	3342870	3346902	+	PB_Rich_longestRead	lptA_lptB_rpoN_hpf	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3199,b3200,b3201,b3202,b3203,b3204	b3200,b3201,b3202,b3203	1	0	1	0	TU	PB_Rich_longestRead_1518
CTU5853	3343299	3344669	+	RegulonDB	lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3200,b3201	b3200,b3201	0	1	0	0	TU	ECK125135008_ECK125135018_NA
CTU5854	3343326	3344669	+	RegulonDB	lptA_lptB	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3200,b3201	b3200,b3201	0	1	0	0	TU	ECK120030122_ECK120030206_NA
CTU5855	3343396	3347969	+	RegulonDB	lptB_rpoN_hpf_ptsN_rapZ	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	gene	b3201,b3202,b3203,b3204,b3205	b3201,b3202,b3203,b3204,b3205	0	1	0	0	TU	ECK120016561_ECK120016578_NA
CTU5856	3344662	3348289	+	RegulonDB	rpoN_hpf_ptsN_rapZ_npr	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	TSS	TTS	b3202,b3203,b3204,b3205,b3206	b3202,b3203,b3204,b3205,b3206	0	1	0	0	TU	ECK120009669_ECK120010581_ECK120010811
CTU5857	3344680	3348060	+	PB_M9_longestRead	rpoN_hpf_ptsN_rapZ	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3202,b3203,b3204,b3205,b3206	b3202,b3203,b3204,b3205	1	0	1	0	TU	PB_M9_longestRead_1783
CTU5858	3344680	3348313	+	PB_Rich_longestRead	rpoN_hpf_ptsN_rapZ_npr	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3202,b3203,b3204,b3205,b3206	b3202,b3203,b3204,b3205,b3206	0	0	1	0	TU	PB_Rich_longestRead_1519
CTU5859	3346077	3348337	+	PB_M9_longestRead	hpf_ptsN_rapZ_npr	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3202,b3203,b3204,b3205,b3206	b3203,b3204,b3205,b3206	1	0	1	0	TU	PB_M9_longestRead_1784
CTU5860	3346077	3348394	+	PB_Rich_longestRead	hpf_ptsN_rapZ_npr	yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr	HT TSS	long	b3202,b3203,b3204,b3205,b3206	b3203,b3204,b3205,b3206	1	0	1	0	TU	PB_Rich_longestRead_1520
CTU5861	3347168	3347207	+	orphan	yrbL3'	yrbL3'	gene	gene	ECK125122006	ECK125122006	0	0	0	1	TU	orphan_120
CTU5862	3348421	3349084	+	RegulonDB	yrbL	yrbL	TSS	gene	b3207	b3207	0	1	0	0	TU	ECK120015336_ECK120015397_NA
CTU5863	3348425	3349412	+	PB_Rich_longestRead	yrbL	yrbL	HT TSS	long	b3207	b3207	0	0	1	0	TU	PB_Rich_longestRead_1521
CTU5864	3348425	3349444	+	PB_M9_longestRead	yrbL	yrbL	HT TSS	long	b3207	b3207	0	0	1	0	TU	PB_M9_longestRead_1785
CTU5865	3348724	3350559	-	PB_M9_longestRead	elbB_mtgA	elbB,mtgA	HT TSS	long	b3209,b3208	b3208,b3209	1	0	1	0	TU	PB_M9_longestRead_769
CTU5866	3348877	3350559	-	PB_Rich_longestRead	elbB_mtgA	elbB,mtgA	HT TSS	long	b3209,b3208	b3208,b3209	1	0	1	0	TU	PB_Rich_longestRead_641
CTU5867	3349081	3350459	-	RegulonDB	elbB_mtgA	elbB,mtgA	gene	gene	b3209,b3208	b3208,b3209	1	1	0	0	TU	ECK120027569_NA_NA
CTU5868	3350577	3350697	+	RegulonDB	arcZ	arcZ	TSS	TTS	b4450	b4450	0	1	0	0	TU	ECK120020463_ECK120033251_ECK125109867
CTU5869	3350591	3353049	-	PB_Rich_longestRead	arcB	arcB	HT TSS	long	b3210	b3210	0	0	1	0	TU	PB_Rich_longestRead_642
CTU5870	3350689	3353049	-	RegulonDB	arcB	arcB	TSS	gene	b3210	b3210	0	1	0	0	TU	ECK120009097_ECK120034317_NA
CTU5871	3350874	3354077	-	PB_Rich_longestRead	yhcC	yhcC	HT TSS	long	b3211,b3210	b3211	1	0	1	0	TU	PB_Rich_longestRead_643
CTU5872	3352086	3352191	+	orphan	yhcC5'	yhcC5'	gene	gene	ECK125272706	ECK125272706	0	0	0	1	TU	orphan_121
CTU5873	3353121	3354050	-	RegulonDB	yhcC	yhcC	gene	gene	b3211	b3211	0	1	0	0	TU	ECK120027570_NA_NA
CTU5874	3354509	3361940	+	RegulonDB	gltB_gltD_gltF	gltB,gltD,gltF	TSS	gene	b3212,b3213,b3214	b3212,b3213,b3214	0	1	0	0	TU	ECK120009373_ECK120010240_NA
CTU5875	3361130	3362028	+	PB_M9_longestRead	gltF	gltB,gltD,gltF	HT TSS	long	b3214	b3214	0	0	1	0	TU	PB_M9_longestRead_1786
CTU5876	3361176	3361940	+	RegulonDB	gltF	gltB,gltD,gltF	gene	gene	b3214	b3214	0	1	0	0	TU	ECK125286577_NA_NA
CTU5877	3362112	3365188	+	RegulonDB	yhcA_yhcD	yhcA,yhcD	gene	gene	b3215,b3216,b4569	b3215,b3216	1	1	0	0	TU	ECK120027571_NA_NA
CTU5878	3365185	3366929	+	orphan	yhcE	yhcE	gene	gene	b4569	b4569	0	0	0	1	TU	orphan_122
CTU5879	3365574	3366746	-	PB_M9_longestRead	insH10	insH10	HT TSS	long	b3218	b3218	0	0	1	0	TU	PB_M9_longestRead_770
CTU5880	3365635	3365792	-	orphan	yhcF3'	yhcF3'	gene	gene	ECK125272708	ECK125272708	0	0	0	1	TU	orphan_123
CTU5881	3365702	3366682	-	RegulonDB	insH10	insH10	gene	gene	b3218	b3218	0	1	0	0	TU	ECK120021246_NA_NA
CTU5882	3366926	3367642	+	RegulonDB	yhcF	yhcF	gene	gene	b3219	b3219	0	1	0	0	TU	ECK120027572_NA_NA
CTU5883	3367827	3368954	+	RegulonDB	yhcG	yhcG	gene	gene	b3220	b3220	0	1	0	0	TU	ECK120027573_NA_NA
CTU5884	3369014	3373620	-	RegulonDB	nanA_nanT_nanE_nanK_yhcH	nanA,nanT,nanE,nanK,yhcH	TSS	gene	b3225,b3224,b3223,b3222,b3221	b3221,b3222,b3223,b3224,b3225	1	1	0	0	TU	ECK120008953_ECK120009897_NA
CTU5885	3369854	3373620	-	PB_Rich_longestRead	nanA_nanT_nanE	nanA,nanT,nanE,nanK,yhcH	HT TSS	long	b3225,b3224,b3223,b3222	b3223,b3224,b3225	1	0	1	0	TU	PB_Rich_longestRead_644
CTU5886	3372683	3373620	-	RegulonDB	nanA	nanA,nanT,nanE,nanK,yhcH	TSS	gene	b3225	b3225	0	1	0	0	TU	ECK125162169_ECK120009897_NA
CTU5887	3373643	3374518	-	PB_M9_longestRead	nanR	nanR	HT TSS	long	b3226	b3226	0	0	1	0	TU	PB_M9_longestRead_771
CTU5888	3373698	3374489	-	RegulonDB	nanR	nanR	gene	gene	b3226	b3226	0	1	0	0	TU	ECK120027574_NA_NA
CTU5889	3374583	3376236	+	RegulonDB	dcuD	dcuD	TSS	gene	b3227	b3227	0	1	0	0	TU	ECK120021184_ECK120021266_NA
CTU5890	3374766	3376236	+	RegulonDB	dcuD	dcuD	TSS	gene	b3227	b3227	0	1	0	0	TU	ECK120010902_ECK120009913_NA
CTU5891	3375243	3377565	-	PB_Rich_longestRead	sspA_sspB	sspA,sspB,rplM,rpsI,zapE	HT TSS	long	b3229,b3228	b3228,b3229	1	0	1	0	TU	PB_Rich_longestRead_645
CTU5892	3375250	3377565	-	PB_M9_longestRead	sspA_sspB	sspA,sspB,rplM,rpsI,zapE	HT TSS	long	b3229,b3228	b3228,b3229	1	0	1	0	TU	PB_M9_longestRead_772
CTU5893	3375389	3375473	-	orphan	rpsI3'	rpsI3'	gene	gene	ECK125122001	ECK125122001	0	0	0	1	TU	orphan_124
CTU5894	3376246	3377565	-	PB_M9_definedEnd	sspA_sspB	sspA,sspB,rplM,rpsI,zapE	HT TSS	HT TTS	b3229,b3228	b3228,b3229	1	0	1	0	TU	PB_M9_definedEnd_163,PB_Rich_definedEnd_159
CTU5895	3376249	3377569	-	RegulonDB	sspA_sspB	sspA,sspB,rplM,rpsI,zapE	TSS	TTS	b3229,b3228	b3228,b3229	1	1	0	0	TU	ECK120009549_ECK120010583_ECK120034950
CTU5896	3376494	3378803	-	PB_M9_longestRead	rplM_rpsI_sspA	sspA,sspB,rplM,rpsI,zapE	HT TSS	long	b3231,b3230,b3229,b3228	b3229,b3230,b3231	1	0	1	0	TU	PB_M9_longestRead_773
CTU5897	3377753	3378803	-	PB_M9_definedEnd	rplM_rpsI	sspA,sspB,rplM,rpsI,zapE	HT TSS	HT TTS,long	b3231,b3230	b3230,b3231	1	0	1	0	TU	PB_M9_definedEnd_164,PB_Rich_longestRead_646
CTU5898	3377753	3380107	-	PB_M9_longestRead	zapE_rplM_rpsI	sspA,sspB,rplM,rpsI,zapE	HT TSS	long	b3232,b3231,b3230	b3230,b3231,b3232	1	0	1	0	TU	PB_M9_longestRead_775
CTU5899	3377755	3378803	-	PB_Rich_definedEnd	rplM_rpsI	sspA,sspB,rplM,rpsI,zapE	HT TSS	HT TTS	b3231,b3230	b3230,b3231	1	0	1	0	TU	PB_Rich_definedEnd_160
CTU5900	3377756	3378207	-	RegulonDB	rpsI	sspA,sspB,rplM,rpsI,zapE	gene	TTS	b3230	b3230	0	1	0	0	TU	ECK125136089_NA_ECK120015170
CTU5901	3377756	3378672	-	RegulonDB	rplM_rpsI	sspA,sspB,rplM,rpsI,zapE	TSS	TTS	b3231,b3230	b3230,b3231	1	1	0	0	TU	ECK120009524_ECK120011144_ECK120015170
CTU5902	3378732	3380059	-	PB_M9_longestRead	zapE	sspA,sspB,rplM,rpsI,zapE	HT TSS	long	b3232	b3232	0	0	1	0	TU	PB_M9_longestRead_774
CTU5903	3378752	3380107	-	PB_Rich_longestRead	zapE	sspA,sspB,rplM,rpsI,zapE	HT TSS	long	b3232	b3232	0	0	1	0	TU	PB_Rich_longestRead_647
CTU5904	3378870	3379997	-	RegulonDB	zapE	sspA,sspB,rplM,rpsI,zapE	gene	gene	b3232	b3232	0	1	0	0	TU	ECK120027575_NA_NA
CTU5905	3380125	3380623	+	PB_M9_definedEnd	yhcB	yhcB,degQ,degS	HT TSS	HT TTS	b3233	b3233	0	0	1	0	TU	PB_M9_definedEnd_339
CTU5906	3380125	3382157	+	PB_M9_longestRead	yhcB_degQ	yhcB,degQ,degS	HT TSS	long	b3233,b3234	b3233,b3234	0	0	1	0	TU	PB_M9_longestRead_1787
CTU5907	3380125	3382178	+	PB_Rich_longestRead	yhcB_degQ	yhcB,degQ,degS	HT TSS	long	b3233,b3234	b3233,b3234	0	0	1	0	TU	PB_Rich_longestRead_1522
CTU5908	3380182	3380589	+	RegulonDB	yhcB	yhcB,degQ,degS	TSS	gene	b3233	b3233	0	1	0	0	TU	ECK120027576_ECK120034318_NA
CTU5909	3380654	3383267	+	RegulonDB	degQ_degS	yhcB,degQ,degS	TSS	gene	b3234,b3235	b3234,b3235	0	1	0	0	TU	ECK120027577_ECK120034319_NA
CTU5910	3380659	3382981	+	PB_M9_longestRead	degQ	yhcB,degQ,degS	HT TSS	long	b3234,b3235	b3234	1	0	1	0	TU	PB_M9_longestRead_1788
CTU5911	3380697	3382735	+	PB_M9_longestRead	degQ	yhcB,degQ,degS	HT TSS	long	b3234,b3235	b3234	1	0	1	0	TU	PB_M9_longestRead_1789
CTU5912	3380697	3383250	+	PB_Rich_longestRead	degQ	yhcB,degQ,degS	HT TSS	long	b3234,b3235	b3234	1	0	1	0	TU	PB_Rich_longestRead_1523
CTU5913	3380698	3382154	+	RegulonDB	degQ	yhcB,degQ,degS	TSS	TTS	b3234	b3234	0	1	0	0	TU	ECK125165380_ECK125165391_ECK125165413
CTU5914	3380698	3382178	+	RegulonDB	degQ	yhcB,degQ,degS	TSS	TTS	b3234	b3234	0	1	0	0	TU	ECK125165380_ECK125165391_ECK125165414
CTU5915	3382172	3383316	+	PB_M9_longestRead	degS	yhcB,degQ,degS	HT TSS	long	b3235	b3235	0	0	1	0	TU	PB_M9_longestRead_1790
CTU5916	3382173	3383316	+	RegulonDB	degS	yhcB,degQ,degS	TSS	TTS	b3235	b3235	0	1	0	0	TU	ECK125165381_ECK125165392_ECK125165412
CTU5917	3382345	3384472	-	PB_Rich_longestRead	mdh	mdh	HT TSS	long	b3236	b3236	0	0	1	0	TU	PB_Rich_longestRead_649
CTU5918	3382993	3384472	-	PB_M9_longestRead	mdh	mdh	HT TSS	long	b3236	b3236	0	0	1	0	TU	PB_M9_longestRead_776
CTU5919	3383123	3384314	-	PB_Rich_longestRead	mdh	mdh	HT TSS	long	b3236	b3236	0	0	1	0	TU	PB_Rich_longestRead_648
CTU5920	3383281	3384472	-	PB_M9_definedEnd	mdh	mdh	HT TSS	HT TTS	b3236	b3236	0	0	1	0	TU	PB_M9_definedEnd_165,PB_Rich_definedEnd_161
CTU5921	3383330	3384313	-	RegulonDB	mdh	mdh	TSS	gene	b3236	b3236	0	1	0	0	TU	ECK120009300_ECK120010175_NA
CTU5922	3383330	3384470	-	RegulonDB	mdh	mdh	TSS	gene	b3236	b3236	0	1	0	0	TU	ECK120049212_ECK125095190_NA
CTU5923	3384602	3385173	+	RegulonDB	argR	argR	TSS	gene	b3237	b3237	0	1	0	0	TU	ECK120008994_ECK120010389_NA
CTU5924	3384602	3385202	+	PB_Rich_definedEnd	argR	argR	HT TSS	HT TTS	b3237	b3237	0	0	1	0	TU	PB_Rich_definedEnd_364
CTU5925	3384602	3385279	+	PB_Rich_longestRead	argR	argR	HT TSS	long	b3237	b3237	0	0	1	0	TU	PB_Rich_longestRead_1524
CTU5926	3384676	3385214	+	PB_M9_longestRead	argR	argR	HT TSS	long	b3237	b3237	0	0	1	0	TU	PB_M9_longestRead_1791
CTU5927	3384677	3385173	+	RegulonDB	argR	argR	TSS	gene	b3237	b3237	0	1	0	0	TU	ECK120009200_ECK120010110_NA
CTU5928	3385538	3385801	+	RegulonDB	yhcN	yhcN	gene	gene	b3238	b3238	0	1	0	0	TU	ECK120027578_NA_NA
CTU5929	3385857	3386129	-	RegulonDB	yhcO	yhcO	gene	gene	b3239	b3239	0	1	0	0	TU	ECK120027579_NA_NA
CTU5930	3386221	3389430	-	RegulonDB	aaeX_aaeA_aaeB	aaeX,aaeA,aaeB	TSS	gene	b3242,b3241,b3240	b3240,b3241,b3242	1	1	0	0	TU	ECK120027580_ECK125135055_NA
CTU5931	3388942	3390541	+	PB_M9_longestRead	aaeR	aaeR	HT TSS	long	b3243	b3243	0	0	1	0	TU	PB_M9_longestRead_1792
CTU5932	3389496	3390449	+	RegulonDB	aaeR	aaeR	TSS	gene	b3243	b3243	0	1	0	0	TU	ECK120021182_ECK125135056_NA
CTU5933	3390304	3392421	-	PB_Rich_longestRead	tldD	tldD	HT TSS	long	b3244	b3244	0	0	1	0	TU	PB_Rich_longestRead_651
CTU5934	3390334	3392421	-	PB_M9_longestRead	tldD	tldD	HT TSS	long	b3244	b3244	0	0	1	0	TU	PB_M9_longestRead_777
CTU5935	3390485	3392409	-	PB_Rich_longestRead	tldD	tldD	HT TSS	long	b3244	b3244	0	0	1	0	TU	PB_Rich_longestRead_650
CTU5936	3390583	3392028	-	RegulonDB	tldD	tldD	gene	gene	b3244	b3244	0	1	0	0	TU	ECK120027581_NA_NA
CTU5937	3392458	3396258	-	RegulonDB	yhdP	yhdP	gene	gene	b4472	b4472	0	1	0	0	TU	ECK120027582_NA_NA
CTU5938	3396326	3397795	-	orphan	rng	rng	gene	gene	b3247	b3247	0	0	0	1	TU	orphan_125
CTU5939	3396898	3401127	-	PB_Rich_longestRead	mreB_mreC_mreD_yhdE	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3251,b3250,b3249,b3248,b3247	b3248,b3249,b3250,b3251	1	0	1	0	TU	PB_Rich_longestRead_652
CTU5940	3397502	3401128	-	PB_M9_longestRead	mreB_mreC_mreD_yhdE	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3251,b3250,b3249,b3248,b3247	b3248,b3249,b3250,b3251	1	0	1	0	TU	PB_M9_longestRead_778
CTU5941	3397671	3401354	-	PB_Rich_longestRead	mreB_mreC_mreD_yhdE	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3251,b3250,b3249,b3248,b3247	b3248,b3249,b3250,b3251	1	0	1	0	TU	PB_Rich_longestRead_653
CTU5942	3398026	3401354	-	PB_M9_longestRead	mreB_mreC_mreD	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3251,b3250,b3249,b3248	b3249,b3250,b3251	1	0	1	0	TU	PB_M9_longestRead_779
CTU5943	3398387	3399978	-	RegulonDB	mreC_mreD	mreB,mreC,mreD,yhdE,csrD	gene	gene	b3250,b3249	b3249,b3250	1	1	0	0	TU	ECK120033590_ECK120033692_NA
CTU5944	3398387	3401129	-	RegulonDB	mreB_mreC_mreD	mreB,mreC,mreD,yhdE,csrD	TSS	gene	b3251,b3250,b3249	b3249,b3250,b3251	1	1	0	0	TU	ECK120009492_ECK120011130_NA
CTU5945	3398387	3401193	-	RegulonDB	mreB_mreC_mreD	mreB,mreC,mreD,yhdE,csrD	TSS	gene	b3251,b3250,b3249	b3249,b3250,b3251	1	1	0	0	TU	ECK120030627_ECK120030646_NA
CTU5946	3398387	3401356	-	RegulonDB	mreB_mreC_mreD	mreB,mreC,mreD,yhdE,csrD	TSS	gene	b3251,b3250,b3249	b3249,b3250,b3251	1	1	0	0	TU	ECK120030628_ECK120030647_NA
CTU5947	3399695	3403359	-	PB_Rich_longestRead	csrD_mreB	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3252,b3251,b3250	b3251,b3252	1	0	1	0	TU	PB_Rich_longestRead_654
CTU5948	3399901	3401754	-	PB_M9_longestRead	mreB	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3252,b3251,b3250	b3251	1	0	1	0	TU	PB_M9_longestRead_780
CTU5949	3399909	3403422	-	PB_Rich_longestRead	csrD_mreB	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3252,b3251,b3250	b3251,b3252	1	0	1	0	TU	PB_Rich_longestRead_655
CTU5950	3400000	3403420	-	PB_M9_longestRead	csrD_mreB	mreB,mreC,mreD,yhdE,csrD	HT TSS	long	b3252,b3251	b3251,b3252	1	0	1	0	TU	PB_M9_longestRead_781
CTU5951	3400005	3401129	-	RegulonDB	mreB	mreB,mreC,mreD,yhdE,csrD	TSS	TTS	b3251	b3251	0	1	0	0	TU	ECK120030629_ECK120011130_ECK120030670
CTU5952	3400005	3401193	-	RegulonDB	mreB	mreB,mreC,mreD,yhdE,csrD	TSS	TTS	b3251	b3251	0	1	0	0	TU	ECK120030630_ECK120030646_ECK120030670
CTU5953	3400005	3401356	-	RegulonDB	mreB	mreB,mreC,mreD,yhdE,csrD	TSS	TTS	b3251	b3251	0	1	0	0	TU	ECK120030631_ECK120030647_ECK120030670
CTU5954	3401392	3403332	-	RegulonDB	csrD	mreB,mreC,mreD,yhdE,csrD	gene	gene	b3252	b3252	0	1	0	0	TU	ECK120029332_NA_NA
